wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,versetype,subtype,syllabified
333,57,3,voy,voy,LII_8,Vfin,Vfin,voir,7s,---,C/V\
334,57,4,autrui,autrui,LII_8,Adj,Adj,autrui,7s,---,/V\.'C/V\
335,57,5,joir,joir,LII_8,Vinf,Vinf,jouir,7s,---,C/V\.'C/V\
336,58,1,de,de,LII_9,Pre,Pre,de,7s,---,C/(e)\
337,58,2,ce,ce,LII_9,Prn,Prn,ce,7s,---,C/(e)\
338,58,3,que,que,LII_9,Qux,Qux,que,7s,---,C/(e)\
339,58,4,j',j',LII_9,Prn,Prn$,je,7s,---,C/\
340,58,5,ay,ay,LII_9,Vfin,Vfin,avoir,7s,---,/V\
341,58,6,tant,tant,LII_9,QIs,QIs,tant,7s,---,C/V\
342,58,7,amé,amé,LII_9,Vpp,Vpp,aimer,7s,---,/V\.'C/V\
343,58,8,.,.,LII_9,Pnc,Pnc,,7s,---,
344,59,1,si,si,LII_10,Adv,Adv,si4,7s,---,C/V\
345,59,2,sui,sui,LII_10,Vfin,Vfin,être,7s,---,C/V\
346,59,3,com,com,LII_10,Sub,Sub,comme,7s,---,C/V\
347,59,4,servans,servans,LII_10,Vprs,Vprs,servir,7s,---,C/V\.'C/V\
348,59,5,sans,sans,LII_10,Pre,Pre,sans,7s,---,C/V\
349,59,6,maistre,maistre,LII_10,N,N,,7s,---,'C/V\.C/(e)\
350,59,7,",",",",LII_10,Pnc,Pnc,,7s,---,
351,60,1,mis,mis,LII_11,Vpp,Vpp,mettre,7s,---,C/V\
352,60,2,hors,hors,LII_11,PrA,PrA,hors,7s,---,C/V\
353,60,3,de,de,LII_11,Pre,Pre,de,7s,---,C/(e)\
354,60,4,toute,toute,LII_11,QIs,QIs,tout,7s,---,'C/V\.C/(e)\
355,60,5,priere,priere,LII_11,N,N,,7s,---,C/V\.'C/V\.C/(e)\
356,60,6,",",",",LII_11,Pnc,Pnc,,7s,---,
357,61,1,n',n',LII_12,Crd,Crd,ne2,7s,---,C/\
358,61,2,en,en,LII_12,Pre,Pre,en,7s,---,/V\
359,61,3,moy,moy,LII_12,Prn,Prn,moi,7s,---,C/V\
360,61,4,nulz,nulz,LII_12,QIs,QIs,nul,7s,---,C/V\
361,61,5,biens,biens,LII_12,N,N,bien,7s,---,C/V\
362,61,6,ne,ne,LII_12,Neg,Neg,ne,7s,---,C/(e)\
363,61,7,puet,puet,LII_12,Vfin,Vfin,pouvoir2,7s,---,C/V\
364,61,8,naistre,naistre,LII_12,Vinf,Vinf,naître,7s,---,'C/V\.C/(e)\
365,61,9,",",",",LII_12,Pnc,Pnc,,7s,---,
366,62,1,fors,fors,LII_13,PrA,PrA,hors,7s,---,C/V\
367,62,2,toute,toute,LII_13,QIs,QIs,tout,7s,---,'C/V\.C/(e)\
368,62,3,doleur,doleur,LII_13,N,N,,7s,---,C/V\.'C/V\
369,62,4,pleniere,pleniere,LII_13,Adj,Adj,,7s,---,C/V\.'C/V\.C/(e)\
370,62,5,.,.,LII_13,Pnc,Pnc,,7s,---,
371,63,1,ne,ne,LII_14,Crd,Crd,ne2,7s,---,C/(e)\
372,63,2,drois,drois,LII_14,Adj,Adj,droit2,7s,---,C/V\
373,63,3,n',n',LII_14,Neg,Neg,ne,7s,---,C/\
374,63,4,est,est,LII_14,Vfin,Vfin,être,7s,---,/V\
375,63,5,qu',qu',LII_14,Sub,Sub,que,7s,---,C/\
376,63,6,a,a,LII_14,Pre,Pre,à,7s,---,/V\
377,63,7,moy,moy,LII_14,Prn,Prn,moi,7s,---,C/V\
378,63,8,affiere,affiere,LII_14,Vfin,Vfin,afférir,7s,---,/V\.'C/V\.C/(e)\
379,64,1,riens,riens,LII_15,N,N,rien,7s,---,C/V\
380,64,2,qui,qui,LII_15,Qux,Qux,qui,7s,---,C/V\
381,64,3,me,me,LII_15,Prn,Prn$$,1ps,7s,---,C/(e)\
382,64,4,puist,puist,LII_15,Vfin,Vfin,pouvoir2,7s,---,C/V\
383,64,5,resjoir,resjoir,LII_15,Vinf,Vinf,réjouir,7s,---,C/V\.C/V\.'C/V\
384,64,6,",",",",LII_15,Pnc,Pnc,,7s,---,
385,65,1,fors,fors,LII_16,PrA,PrA,hors,7s,---,C/V\
386,65,2,toute,toute,LII_16,QIs,QIs,tout,7s,---,'C/V\.C/(e)\
387,65,3,maleurté,maleurté,LII_16,N,N,,7s,---,C/V\.C/(V)\./V\.'C/V\
388,65,4,",",",",LII_16,Pnc,Pnc,,7s,---,
389,66,1,quant,quant,LII_17,Sub,Sub,quand,7s,---,C/V\
390,66,2,je,je,LII_17,Prn,Prn$,je,7s,---,C/(e)\
391,66,3,voy,voy,LII_17,Vfin,Vfin,voir,7s,---,C/V\
392,66,4,autrui,autrui,LII_17,Adj,Adj,autrui,7s,---,/V\.'C/V\
393,66,5,joir,joir,LII_17,Vinf,Vinf,jouir,7s,---,C/V\.'C/V\
394,67,1,de,de,LII_18,Pre,Pre,de,7s,---,C/(e)\
395,67,2,ce,ce,LII_18,Prn,Prn,ce,7s,---,C/(e)\
396,67,3,que,que,LII_18,Qux,Qux,que,7s,---,C/(e)\
397,67,4,j',j',LII_18,Prn,Prn$,je,7s,---,C/\
398,67,5,ai,ai,LII_18,Vfin,Vfin,avoir,7s,---,/V\
399,67,6,tant,tant,LII_18,QIs,QIs,tant,7s,---,C/V\
400,67,7,amé,amé,LII_18,Vpp,Vpp,aimer,7s,---,/V\.'C/V\
401,67,8,.,.,LII_18,Pnc,Pnc,,7s,---,
402,68,1,j',j',LII_19,Prn,Prn$,je,7s,---,C/\
403,68,2,ay,ay,LII_19,Vfin,Vfin,avoir,7s,---,/V\
404,68,3,en,en,LII_19,Pre,Pre,en,7s,---,/V\
405,68,4,amours,amours,LII_19,N,N,,7s,---,/V\.'C/V\
406,68,5,mauvais,mauvais,LII_19,Adj,Adj,,7s,---,C/V\.'C/V\
407,68,6,maistre,maistre,LII_19,N,N,,7s,---,'C/V\.C/(e)\
408,69,1,qui,qui,LII_20,Qux,Qux,qui,7s,---,C/V\
409,69,2,m',m',LII_20,Prn,Prn$$,1ps,7s,---,C/\
410,69,3,ocist,ocist,LII_20,Vfin,Vfin,occire,7s,---,/V\.'C/V\
411,69,4,de,de,LII_20,Pre,Pre,de,7s,---,C/(e)\
412,69,5,mort,mort,LII_20,N,N,,7s,---,C/V\
413,69,6,amere,amere,LII_20,Adj,Adj,,7s,---,/V\.'C/V\.C/(e)\
414,69,7,",",",",LII_20,Pnc,Pnc,,7s,---,
415,70,1,pour,pour,LII_21,Pre,Pre,pour,7s,---,C/V\
416,70,2,ce,ce,LII_21,Prn,Prn,ce,7s,---,C/(e)\
417,70,3,que,que,LII_21,Sub,Sub,que,7s,---,C/(e)\
418,70,4,mon,mon,LII_21,Det,Det,mon,7s,---,C/V\
419,70,5,cuer,cuer,LII_21,N,N,,7s,---,C/V\
420,70,6,desmestre,desmestre,LII_21,Vfin,Vfin,démettre,7s,---,C/V\.'C/V\.C/(e)\
421,71,1,ne,ne,LII_22,Neg,Neg,ne,7s,---,C/(e)\
422,71,2,puis,puis,LII_22,Vfin,Vfin,pouvoir2,7s,---,C/V\
423,71,3,de,de,LII_22,Pre,Pre,de,7s,---,C/(e)\
424,71,4,ma,ma,LII_22,Det,Det,mon,7s,---,C/V\
425,71,5,dame,dame,LII_22,N,N,,7s,---,'C/V\.C/(e)\
426,71,6,chiere,chiere,LII_22,Adj,Adj,cher,7s,---,'C/V\.C/(e)\
427,71,7,.,.,LII_22,Pnc,Pnc,,7s,---,
428,72,1,s',s',LII_23,Adv,Adv,si4,7s,---,C/\
429,72,2,en,en,LII_23,Prn,Prn$$,en2,7s,---,/V\
430,72,3,vif,vif,LII_23,Vfin,Vfin,vivre,7s,---,C/V\
431,72,4,com,com,LII_23,Sub,Sub,comme,7s,---,C/V\
432,72,5,homs,homs,LII_23,N,N,,7s,---,/V\
433,72,6,sans,sans,LII_23,Pre,Pre,sans,7s,---,C/V\
434,72,7,maniere,maniere,LII_23,N,N,,7s,---,C/V\.'C/V\.C/(e)\
435,72,8,",",",",LII_23,Pnc,Pnc,,7s,---,
436,73,1,pleins,pleins,LII_24,Adj,Adj,plein,7s,---,C/V\
437,73,2,de,de,LII_24,Pre,Pre,de,7s,---,C/(e)\
438,73,3,forcené,forcené,LII_24,Vpp,Vpp,forcener,7s,---,C/V\.C/e\.'C/V\
439,73,4,desir,desir,LII_24,N,N,,7s,---,C/V\.'C/V\
440,73,5,",",",",LII_24,Pnc,Pnc,,7s,---,
441,74,1,dolereus,dolereus,LII_25,Adj,Adj,,7s,---,C/V\.C/e\.'C/V\
442,74,2,",",",",LII_25,Pnc,Pnc,,7s,---,
443,74,3,a,a,LII_25,Pre,Pre,à,7s,---,/V\
444,74,4,cuer,cuer,LII_25,N,N,,7s,---,C/V\
445,74,5,iré,iré,LII_25,Vpp,Vpp,irer,7s,---,/V\.'C/V\
446,74,6,",",",",LII_25,Pnc,Pnc,,7s,---,
447,75,1,quant,quant,LII_26,Sub,Sub,quand,7s,---,C/V\
448,75,2,je,je,LII_26,Prn,Prn$,je,7s,---,C/(e)\
449,75,3,voy,voy,LII_26,Vfin,Vfin,voir,7s,---,C/V\
450,75,4,autrui,autrui,LII_26,Adj,Adj,autrui,7s,---,/V\.'C/V\
451,75,5,joir,joir,LII_26,Vinf,Vinf,jouir,7s,---,C/V\.'C/V\
452,76,1,de,de,LII_27,Pre,Pre,de,7s,---,C/(e)\
453,76,2,ce,ce,LII_27,Prn,Prn,ce,7s,---,C/(e)\
454,76,3,que,que,LII_27,Qux,Qux,que,7s,---,C/(e)\
455,76,4,j',j',LII_27,Prn,Prn$,je,7s,---,C/\
456,76,5,ai,ai,LII_27,Vfin,Vfin,avoir,7s,---,/V\
457,76,6,tant,tant,LII_27,QIs,QIs,tant,7s,---,C/V\
458,76,7,amé,amé,LII_27,Vpp,Vpp,aimer,7s,---,/V\.'C/V\
459,76,8,.,.,LII_27,Pnc,Pnc,,7s,---,
460,77,1,quant,quant,CI_1,Sub,Sub,quand,7s,---,C/V\
461,77,2,de,de,CI_1,Pre,Pre,de,7s,---,C/(e)\
462,77,3,vous,vous,CI_1,Prn,Prn,2pp,7s,---,C/V\
463,77,4,departirai,departirai,CI_1,Vfin,Vfin,départir,7s,---,C/V\.C/V\.C/V\.'C/V\
464,77,5,",",",",CI_1,Pnc,Pnc,,7s,---,
465,78,1,gentil,gentil,CI_2,Adj,Adj,gentil,7s,---,C/V\.'C/V\
466,78,2,dame,dame,CI_2,N,N,,7s,---,'C/V\.C/(e)\
467,78,3,",",",",CI_2,Pnc,Pnc,,7s,---,
468,78,4,simple,simple,CI_2,Adj,Adj,,7s,---,'C/V\.C/(e)\
469,78,5,et,et,CI_2,Crd,Crd,et,7s,---,/V\
470,78,6,coie,coie,CI_2,Adj,Adj,,7s,---,'C/V\./(e)\
471,78,7,",",",",CI_2,Pnc,Pnc,,7s,---,
472,79,1,pour,pour,CI_3,Pre,Pre,pour,7s,---,C/V\
473,79,2,moy,moy,CI_3,Prn,Prn,moi,7s,---,C/V\
474,79,3,nelui,nelui,CI_3,QIs,QIs,nul,7s,---,C/V\.'C/V\
475,79,4,ne,ne,CI_3,Neg,Neg,ne,7s,---,C/(e)\
476,79,5,lairay,lairay,CI_3,Vfin,Vfin,laisser,7s,---,C/V\.'C/V\
477,80,1,qui,qui,CI_4,Qux,Qux,qui,7s,---,C/V\
478,80,2,ramentevoir,ramentevoir,CI_4,Vinf,Vinf,ramentevoir,7s,---,C/V\.C/V\.C/e\.'C/V\
479,80,3,me,me,CI_4,Prn,Prn$$,1ps,7s,---,C/(e)\
480,80,4,doie,doie,CI_4,Vfin,Vfin,devoir2,7s,---,'C/V\./(e)\
481,80,5,",",",",CI_4,Pnc,Pnc,,7s,---,
482,81,1,ne,ne,CI_5,Crd,Crd,ne2,7s,---,C/(e)\
483,81,2,fïer,fïer,CI_5,Vinf,Vinf,fier2,7s,---,C/V\.'C/V\
484,81,3,ne,ne,CI_5,Neg,Neg,ne,7s,---,C/(e)\
485,81,4,m',m',CI_5,Prn,Prn$$,1ps,7s,---,C/\
486,81,5,oseroie,oseroie,CI_5,Vfin,Vfin,oser,7s,---,/V\.C/e\.'C/V\./(e)\
487,82,1,en,en,CI_6,Pre,Pre,en,7s,---,/V\
488,82,2,nul,nul,CI_6,QIs,QIs,nul,7s,---,C/V\
489,82,3,qui,qui,CI_6,Qux,Qux,qui,7s,---,C/V\
490,82,4,vous,vous,CI_6,Prn,Prn$$,2pp,7s,---,C/V\
491,82,5,peust,peust,CI_6,Vfin,Vfin,pouvoir2,7s,---,C/(V)\.'/V\
492,82,6,dire,dire,CI_6,Vinf,Vinf,dire,7s,---,'C/V\.C/(e)\
493,83,1,ma,ma,CI_7,Det,Det,mon,7s,---,C/V\
494,83,2,dolour,dolour,CI_7,N,N,,7s,---,C/V\.'C/V\
495,83,3,et,et,CI_7,Crd,Crd,et,7s,---,/V\
496,83,4,mon,mon,CI_7,Det,Det,mon,7s,---,C/V\
497,83,5,martire,martire,CI_7,N,N,,7s,---,C/V\.'C/V\.C/(e)\
498,83,6,.,.,CI_7,Pnc,Pnc,,7s,---,
499,84,1,helas,helas,CI_8,Exc,Exc,,7s,---,/V\.'C/V\
500,84,2,!,!,CI_8,Pnc,Pnc,,7s,---,
501,84,3,einsi,einsi,CI_8,Adv,Adv,ainsi,7s,---,/V\.'C/V\
502,84,4,languiray,languiray,CI_8,Vfin,Vfin,languir,7s,---,C/V\.C/V\.'C/V\
503,85,1,tous,tous,CI_9,QIs,QIs,tout,7s,---,C/V\
504,85,2,seus,seus,CI_9,Adj,Adj,seul,7s,---,C/V\
505,85,3,",",",",CI_9,Pnc,Pnc,,7s,---,
506,85,4,sans,sans,CI_9,Pre,Pre,sans,7s,---,C/V\
507,85,5,cuer,cuer,CI_9,N,N,,7s,---,C/V\
508,85,6,et,et,CI_9,Crd,Crd,et,7s,---,/V\
509,85,7,sans,sans,CI_9,Pre,Pre,sans,7s,---,C/V\
510,85,8,joie,joie,CI_9,N,N,,7s,---,'C/V\./(e)\
511,85,9,",",",",CI_9,Pnc,Pnc,,7s,---,
512,86,1,et,et,CI_10,Crd,Crd,et,7s,---,/V\
513,86,2,en,en,CI_10,Pre,Pre,en,7s,---,/V\
514,86,3,doubtance,doubtance,CI_10,N,N,,7s,---,C/V\.'C/V\.C/(e)\
515,86,4,seray,seray,CI_10,Vfin,Vfin,être,7s,---,C/V\.'C/V\
516,87,1,de,de,CI_11,Pre,Pre,de,7s,---,C/(e)\
517,87,2,vous,vous,CI_11,Prn,Prn,2pp,7s,---,C/V\
518,87,3,qu',qu',CI_11,Sub,Sub,que,7s,---,C/\
519,87,4,oubliés,oubliés,CI_11,Vpp,Vpp,oublier,7s,---,/V\.C/V\.'C/V\
520,87,5,ne,ne,CI_11,Neg,Neg,ne,7s,---,C/(e)\
521,87,6,soie,soie,CI_11,Vfin,Vfin,être,7s,---,'C/V\./(e)\
522,87,7,.,.,CI_11,Pnc,Pnc,,7s,---,
523,88,1,las,las,CI_12,Adj,Adj,las,7s,---,C/V\
524,88,2,!,!,CI_12,Pnc,Pnc,,7s,---,
525,88,3,c',c',CI_12,Prn,Prn$,ce,7s,---,C/\
526,88,4,est,est,CI_12,Vfin,Vfin,être,7s,---,/V\
527,88,5,ce,ce,CI_12,Prn,Prn,ce,7s,---,C/(e)\
528,88,6,qui,qui,CI_12,Qux,Qux,qui,7s,---,C/V\
529,88,7,me,me,CI_12,Prn,Prn$$,1ps,7s,---,C/(e)\
530,88,8,desvoie,desvoie,CI_12,Vfin,Vfin,dévoyer,7s,---,C/V\.'C/V\./(e)\
531,89,1,et,et,CI_13,Crd,Crd,et,7s,---,/V\
532,89,2,qui,qui,CI_13,Qux,Qux,qui,7s,---,C/V\
533,89,3,durement,durement,CI_13,Adv,Adv,,7s,---,C/V\.C/e\.'C/V\
534,89,4,empire,empire,CI_13,Vfin,Vfin,empirer,7s,---,/V\.'C/V\.C/(e)\
535,90,1,ma,ma,CI_14,Det,Det,mon,7s,---,C/V\
536,90,2,dolour,dolour,CI_14,N,N,,7s,---,C/V\.'C/V\
537,90,3,et,et,CI_14,Crd,Crd,et,7s,---,/V\
538,90,4,mon,mon,CI_14,Det,Det,mon,7s,---,C/V\
539,90,5,martyre,martyre,CI_14,N,N,,7s,---,C/V\.'C/V\.C/(e)\
540,90,6,.,.,CI_14,Pnc,Pnc,,7s,---,
541,91,1,einsi,einsi,CI_15,Adv,Adv,ainsi,7s,---,/V\.'C/V\
542,91,2,sui,sui,CI_15,Vfin,Vfin,être,7s,---,C/V\
543,91,3,en,en,CI_15,Pre,Pre,en,7s,---,/V\
544,91,4,grief,grief,CI_15,Adj,Adj,,7s,---,C/V\
545,91,5,esmay,esmay,CI_15,N,N,,7s,---,/V\.'C/V\
546,91,6,",",",",CI_15,Pnc,Pnc,,7s,---,
547,92,1,car,car,CI_16,Crd,Crd,car,7s,---,C/V\
548,92,2,nullement,nullement,CI_16,Adv,Adv,,7s,---,C/V\.C/e\.'C/V\
549,92,3,ne,ne,CI_16,Neg,Neg,ne,7s,---,C/(e)\
550,92,4,porroie,porroie,CI_16,Vfin,Vfin,pouvoir2,7s,---,C/V\.'C/V\./(e)\
551,93,1,endurer,endurer,CI_17,Vinf,Vinf,endurer,7s,---,/V\.C/V\.'C/V\
552,93,2,les,les,CI_17,Det,Det,le,7s,---,C/V\
553,93,3,maus,maus,CI_17,N,N,mal,7s,---,C/V\
554,93,4,que,que,CI_17,Qux,Qux,que,7s,---,C/(e)\
555,93,5,j',j',CI_17,Prn,Prn$,je,7s,---,C/\
556,93,6,ay,ay,CI_17,Vfin,Vfin,avoir,7s,---,/V\
557,93,7,",",",",CI_17,Pnc,Pnc,,7s,---,
558,94,1,se,se,CI_18,Sub,Sub,si3,7s,---,C/(e)\
559,94,2,de,de,CI_18,Pre,Pre,de,7s,---,C/(e)\
560,94,3,vous,vous,CI_18,Prn,Prn,2pp,7s,---,C/V\
561,94,4,secours,secours,CI_18,N,N,,7s,---,C/V\.'C/V\
562,94,5,n',n',CI_18,Neg,Neg,ne,7s,---,C/\
563,94,6,avoie,avoie,CI_18,Vfin,Vfin,avoir,7s,---,/V\.'C/V\./(e)\
564,94,7,.,.,CI_18,Pnc,Pnc,,7s,---,
565,95,1,mais,mais,CI_19,Crd,Crd,mais,7s,---,C/V\
566,95,2,se,se,CI_19,Sub,Sub,si3,7s,---,C/(e)\
567,95,3,morir,morir,CI_19,Vinf,Vinf,mourir,7s,---,C/V\.'C/V\
568,95,4,n',n',CI_19,Neg,Neg,ne,7s,---,C/\
569,95,5,en,en,CI_19,Prn,Prn$$,en2,7s,---,/V\
570,95,6,devoie,devoie,CI_19,Vfin,Vfin,devoir2,7s,---,C/V\.'C/V\./(e)\
571,95,7,",",",",CI_19,Pnc,Pnc,,7s,---,
572,96,1,bien,bien,CI_20,Adv,Adv,bien,7s,---,C/V\
573,96,2,vous,vous,CI_20,Prn,Prn$$,2pp,7s,---,C/V\
574,96,3,deverient,deverient,CI_20,Vfin,Vfin,,7s,---,C/V\.C/V\.'C/V\
575,96,4,souffire,souffire,CI_20,Vinf,Vinf,suffire,7s,---,C/V\.'C/V\.C/(e)\
576,97,1,ma,ma,CI_21,Det,Det,mon,7s,---,C/V\
577,97,2,dolour,dolour,CI_21,N,N,,7s,---,C/V\.'C/V\
578,97,3,et,et,CI_21,Crd,Crd,et,7s,---,/V\
579,97,4,mon,mon,CI_21,Det,Det,mon,7s,---,C/V\
580,97,5,martire,martire,CI_21,N,N,,7s,---,C/V\.'C/V\.C/(e)\
581,97,6,.,.,CI_21,Pnc,Pnc,,7s,---,
582,98,1,dame,dame,XV_1,N,N,,8s,---,'C/V\.C/(e)\
583,98,2,",",",",XV_1,Pnc,Pnc,,8s,---,
584,98,3,se,se,XV_1,Sub,Sub,si3,8s,---,C/(e)\
585,98,4,vous,vous,XV_1,Prn,Prn$,2pp,8s,---,C/V\
586,98,5,m',m',XV_1,Prn,Prn$$,1ps,8s,---,C/\
587,98,6,estes,estes,XV_1,Vfin,Vfin,être,8s,---,'/V\.C/e\
588,98,7,lointeinne,lointeinne,XV_1,Adj,Adj,,8s,---,C/V\.'C/V\.C/(e)\
589,98,8,",",",",XV_1,Pnc,Pnc,,8s,---,
590,99,1,pas,pas,XV_2,Neg,Neg,pas,8s,---,C/V\
591,99,2,n',n',XV_2,Neg,Neg,ne,8s,---,C/\
592,99,3,est,est,XV_2,Vfin,Vfin,être,8s,---,/V\
593,99,4,mes,mes,XV_2,Det,Det,mon,8s,---,C/V\
594,99,5,cuers,cuers,XV_2,N,N,,8s,---,C/V\
595,99,6,de,de,XV_2,Pre,Pre,de,8s,---,C/(e)\
596,99,7,vous,vous,XV_2,Prn,Prn,2pp,8s,---,C/V\
597,99,8,lointeins,lointeins,XV_2,Adj,Adj,,8s,---,C/V\.'C/V\
598,99,9,",",",",XV_2,Pnc,Pnc,,8s,---,
599,100,1,car,car,XV_3,Crd,Crd,car,8s,---,C/V\
600,100,2,par,par,XV_3,Pre,Pre,par,8s,---,C/V\
601,100,3,ramembrance,ramembrance,XV_3,N,N,,8s,---,C/V\.C/V\.'C/V\.C/(e)\
602,100,4,procheinne,procheinne,XV_3,Adj,Adj,prochain,8s,---,C/V\.'C/V\.C/(e)\
603,101,1,est,est,XV_4,Vfin,Vfin,être,8s,---,/V\
604,101,2,nuit,nuit,XV_4,N,N,,8s,---,C/V\
605,101,3,et,et,XV_4,Crd,Crd,et,8s,---,/V\
606,101,4,jour,jour,XV_4,N,N,,8s,---,C/V\
607,101,5,de,de,XV_4,Pre,Pre,de,8s,---,C/(e)\
608,101,6,vous,vous,XV_4,Prn,Prn,2pp,8s,---,C/V\
609,101,7,procheins,procheins,XV_4,Adj,Adj,prochain,8s,---,C/V\.'C/V\
610,101,8,;,;,XV_4,Pnc,Pnc,,8s,---,
611,102,1,et,et,XV_5,Crd,Crd,et,8s,---,/V\
612,102,2,en,en,XV_5,Pre,Pre,en,8s,---,/V\
613,102,3,lieu,lieu,XV_5,N,N,,8s,---,C/V\
614,102,4,dou,dou,XV_5,Pre+Det,Pre+Det,de.le,8s,---,C/V\
615,102,5,cuer,cuer,XV_5,N,N,,8s,---,C/V\
616,102,6,est,est,XV_5,Vfin,Vfin,être,8s,---,/V\
617,102,7,remeins,remeins,XV_5,Vpp,Vpp,remanoir,8s,---,C/e\.'C/V\
618,103,1,en,en,XV_6,Pre,Pre,en,8s,---,/V\
619,103,2,mon,mon,XV_6,Det,Det,mon,8s,---,C/V\
620,103,3,corps,corps,XV_6,N,N,,8s,---,C/V\
621,103,4,li,li,XV_6,Det,Det,le,8s,---,C/V\
622,103,5,maus,maus,XV_6,N,N,mal,8s,---,C/V\
623,103,6,amourous,amourous,XV_6,Adj,Adj,,8s,---,/V\.C/V\.'C/V\
624,103,7,",",",",XV_6,Pnc,Pnc,,8s,---,
625,104,1,comment,comment,XV_7,Qux,Qux,comment,8s,---,C/V\.'C/V\
626,104,2,que,que,XV_7,Sub,Sub,que,8s,---,C/(e)\
627,104,3,soie,soie,XV_7,Vfin,Vfin,être,8s,---,'C/V\./(e)\
628,104,4,long,long,XV_7,Adj,Adj,long,8s,---,C/V\
629,104,5,de,de,XV_7,Pre,Pre,de,8s,---,C/(e)\
630,104,6,vous,vous,XV_7,Prn,Prn,2pp,8s,---,C/V\
631,104,7,.,.,XV_7,Pnc,Pnc,,8s,---,
632,105,1,mais,mais,XV_8,Crd,Crd,mais,8s,---,C/V\
633,105,2,cils,cils,XV_8,Dem,Dem,cil,8s,---,C/V\
634,105,3,mauls,mauls,XV_8,N,N,mal,8s,---,C/V\
635,105,4,est,est,XV_8,Vfin,Vfin,être,8s,---,/V\
636,105,5,sans,sans,XV_8,Pre,Pre,sans,8s,---,C/V\
637,105,6,nulle,nulle,XV_8,QIs,QIs,nul,8s,---,'C/V\.C/(e)\
638,105,7,peinne,peinne,XV_8,N,N,,8s,---,'C/V\.C/(e)\
639,105,8,;,;,XV_8,Pnc,Pnc,,8s,---,
640,106,1,car,car,XV_9,Crd,Crd,car,8s,---,C/V\
641,106,2,",",",",XV_9,Pnc,Pnc,,8s,---,
642,106,3,quant,quant,XV_9,Sub,Sub,quand,8s,---,C/V\
643,106,4,j',j',XV_9,Prn,Prn$,je,8s,---,C/\
644,106,5,en,en,XV_9,Prn,Prn$$,en2,8s,---,/V\
645,106,6,suis,suis,XV_9,Vfin,Vfin,être,8s,---,C/V\
646,106,7,plus,plus,XV_9,Adv,Adv,plus,8s,---,C/V\
647,106,8,fort,fort,XV_9,Adv,Adv,fort,8s,---,C/V\
648,106,9,ateins,ateins,XV_9,Vpp,Vpp,atteindre,8s,---,/V\.'C/V\
649,106,10,",",",",XV_9,Pnc,Pnc,,8s,---,
650,107,1,bonté,bonté,XV_10,N,N,,8s,---,C/V\.'C/V\
651,107,2,",",",",XV_10,Pnc,Pnc,,8s,---,
652,107,3,valour,valour,XV_10,N,N,,8s,---,C/V\.'C/V\
653,107,4,",",",",XV_10,Pnc,Pnc,,8s,---,
654,107,5,biauté,biauté,XV_10,N,N,,8s,---,C/V\.'C/V\
655,107,6,souvreinne,souvreinne,XV_10,Adj,Adj,,8s,---,C/V\.'C/V\.C/(e)\
656,107,7,",",",",XV_10,Pnc,Pnc,,8s,---,
657,108,1,dont,dont,XV_11,Qux,Qux,dont,8s,---,C/V\
658,108,2,vos,vos,XV_11,Det,Det,votre,8s,---,C/V\
659,108,3,gentils,gentils,XV_11,Adj,Adj,gentil,8s,---,C/V\.'C/V\
660,108,4,corps,corps,XV_11,N,N,,8s,---,C/V\
661,108,5,est,est,XV_11,Vfin,Vfin,être,8s,---,/V\
662,108,6,enceins,enceins,XV_11,Adj,Adj,,8s,---,/e\.'C/V\
663,108,7,",",",",XV_11,Pnc,Pnc,,8s,---,
664,109,1,font,font,XV_12,Vfin,Vfin,faire,8s,---,C/V\
665,109,2,que,que,XV_12,Sub,Sub,que,8s,---,C/(e)\
666,109,3,je,je,XV_12,Prn,Prn$,je,8s,---,C/(e)\
667,109,4,chant,chant,XV_12,Vfin,Vfin,chanter,8s,---,C/V\
668,109,5,de,de,XV_12,Pre,Pre,de,8s,---,C/(e)\
669,109,6,joie,joie,XV_12,N,N,,8s,---,'C/V\./(e)\
670,109,7,pleins,pleins,XV_12,Adj,Adj,plein,8s,---,C/V\
671,110,1,pour,pour,XV_13,Pre,Pre,pour,8s,---,C/V\
672,110,2,vous,vous,XV_13,Prn,Prn,2pp,8s,---,C/V\
673,110,3,",",",",XV_13,Pnc,Pnc,,8s,---,
674,110,4,clame,clame,XV_13,Vfin,Vfin,clamer,8s,---,'C/V\.C/(e)\
675,110,5,",",",",XV_13,Pnc,Pnc,,8s,---,
676,110,6,a,a,XV_13,Pre,Pre,à,8s,---,/V\
677,110,7,qui,qui,XV_13,Qux,Qux,qui,8s,---,C/V\
678,110,8,je,je,XV_13,Prn,Prn$,je,8s,---,C/(e)\
679,110,9,sui,sui,XV_13,Vfin,Vfin,être,8s,---,C/V\
680,110,10,tous,tous,XV_13,QIs,QIs,tout,8s,---,C/V\
681,110,11,",",",",XV_13,Pnc,Pnc,,8s,---,
682,111,1,comment,comment,XV_14,Qux,Qux,comment,8s,---,C/V\.'C/V\
683,111,2,que,que,XV_14,Sub,Sub,que,8s,---,C/(e)\
684,111,3,soie,soie,XV_14,Vfin,Vfin,être,8s,---,'C/V\./(e)\
685,111,4,long,long,XV_14,Adj,Adj,long,8s,---,C/V\
686,111,5,de,de,XV_14,Pre,Pre,de,8s,---,C/(e)\
