wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,versetype,subtype,syllabified,ref,tei_right,tei_left
434,76,6,rice,rice,XXIV(IIp536)_76,Adj,Adj,riche,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 76",,
435,76,7,.,.,XXIV(IIp536)_76,Pnc,Pnc,.,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 76",</l></lg></div>,
436,77,1,mademoiselle,mademoiselle,XLVI(IIp810)_1,N,N,mademoiselle,7s,---,C/V\.C/e\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 1",,<pb n=&quot;810&quot;/><div type=&quot;chapter&quot; n=&quot;Poésies familières no 46&quot;><head>Lettres a bonne de Hersin</head><l n=&quot;1&quot;>
437,77,2,bonnette,bonnette,XLVI(IIp810)_1,Adj,Adj,bonnette,7s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 1",,
438,77,3,",",",",XLVI(IIp810)_1,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 1",</l>,
439,78,1,propre,propre,XLVI(IIp810)_2,Adj,Adj,propre,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 2",,<l n=&quot;2&quot;>
440,78,2,",",",",XLVI(IIp810)_2,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 2",,
441,78,3,doulce,doulce,XLVI(IIp810)_2,Adj,Adj,doux,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 2",,
442,78,4,",",",",XLVI(IIp810)_2,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 2",,
443,78,5,sadinette,sadinette,XLVI(IIp810)_2,Adj,Adj,sadinet,7s,---,C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 2",,
444,78,6,",",",",XLVI(IIp810)_2,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 2",</l>,
445,79,1,sage,sage,XLVI(IIp810)_3,Adj,Adj,sage,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 3",,<l n=&quot;3&quot;>
446,79,2,",",",",XLVI(IIp810)_3,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 3",,
447,79,3,belle,belle,XLVI(IIp810)_3,Adj,Adj,beau,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 3",,
448,79,4,",",",",XLVI(IIp810)_3,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 3",,
449,79,5,bonne,bonne,XLVI(IIp810)_3,Adj,Adj,bon,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 3",,
450,79,6,",",",",XLVI(IIp810)_3,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 3",,
451,79,7,nette,nette,XLVI(IIp810)_3,Adj,Adj,net,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 3",,
452,79,8,",",",",XLVI(IIp810)_3,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 3",</l>,
453,80,1,comme,comme,XLVI(IIp810)_4,Sub,Sub,comme,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 4",,<l n=&quot;4&quot;>
454,80,2,gauriere,gauriere,XLVI(IIp810)_4,N,N,gorrière,7s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 4",,
455,80,3,de,de,XLVI(IIp810)_4,Pre,Pre,de,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 4",,
456,80,4,court,court,XLVI(IIp810)_4,N,N,cour,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 4",,
457,80,5,",",",",XLVI(IIp810)_4,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 4",</l>,
458,81,1,je,je,XLVI(IIp810)_5,Prn,Prn$,je,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 5",,<l n=&quot;5&quot;>
459,81,2,cuiday,cuiday,XLVI(IIp810)_5,Vfin,Vfin,cuider,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 5",,
460,81,3,",",",",XLVI(IIp810)_5,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 5",,
461,81,4,sans,sans,XLVI(IIp810)_5,Pre,Pre,sans,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 5",,
462,81,5,menchonnette,menchonnette,XLVI(IIp810)_5,N,N,mensongette,7s,---,C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 5",,
463,81,6,",",",",XLVI(IIp810)_5,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 5",</l>,
464,82,1,que,que,XLVI(IIp810)_6,Sub,Sub,que,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 6",,<l n=&quot;6&quot;>
465,82,2,deussiés,deussiés,XLVI(IIp810)_6,Vfin,Vfin,devoir2,7s,---,C/(V)\./V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 6",,
466,82,3,estre,estre,XLVI(IIp810)_6,Vinf,Vinf,être,7s,---,'/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 6",,
467,82,4,nonnette,nonnette,XLVI(IIp810)_6,N,N,nonnette,7s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 6",</l>,
468,83,1,et,et,XLVI(IIp810)_7,Crd,Crd,et,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 7",,<l n=&quot;7&quot;>
469,83,2,demourer,demourer,XLVI(IIp810)_7,Vinf,Vinf,demeurer,7s,---,C/V\.C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 7",,
470,83,3,virginette,virginette,XLVI(IIp810)_7,N,N,virginette,7s,---,C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 7",</l>,
471,84,1,a,a,XLVI(IIp810)_8,Pre,Pre,à,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 8",,<l n=&quot;8&quot;>
472,84,2,denain,denain,XLVI(IIp810)_8,N,N,Denain,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 8",,
473,84,3,ou,ou,XLVI(IIp810)_8,Crd,Crd,ou,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 8",,
474,84,4,a,a,XLVI(IIp810)_8,Pre,Pre,à,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 8",,
475,84,5,macourt,macourt,XLVI(IIp810)_8,N,N,Macourt,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 8",,
476,84,6,;,;,XLVI(IIp810)_8,Pnc,Pnc,;,7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 8",</l>,
477,85,1,mais,mais,XLVI(IIp810)_9,Crd,Crd,mais,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 9",,<l n=&quot;9&quot;>
478,85,2,sans,sans,XLVI(IIp810)_9,Pre,Pre,sans,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 9",,
479,85,3,longue,longue,XLVI(IIp810)_9,Adj,Adj,long,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 9",,
480,85,4,orisonnette,orisonnette,XLVI(IIp810)_9,N,N,oraison,7s,---,/V\.C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 9",</l>,
481,86,1,a,a,XLVI(IIp810)_10,Pre,Pre,à,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 10",,<l n=&quot;10&quot;>
482,86,2,dieu,dieu,XLVI(IIp810)_10,N,N,dieu,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 10",,
483,86,3,n',n',XLVI(IIp810)_10,Neg,Neg,ne,7s,---,C/\,"MolinetFaictz, Poésies familières no XLVI, v. 10",,
484,86,4,a,a,XLVI(IIp810)_10,Vfin,Vfin,avoir,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 10",,
485,86,5,marionnette,marionnette,XLVI(IIp810)_10,N,N,marionnette,7s,---,C/V\.C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 10",,
486,86,6,",",",",XLVI(IIp810)_10,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 10",</l>,
487,87,1,vous,vous,XLVI(IIp810)_11,Prn,Prn$,vous,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 11",,<l n=&quot;11&quot;>
488,87,2,avés,avés,XLVI(IIp810)_11,Vfin,Vfin,avoir,7s,---,/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 11",,
489,87,3,mary,mary,XLVI(IIp810)_11,N,N,mari,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 11",,
490,87,4,honneste,honneste,XLVI(IIp810)_11,Adj,Adj,honnête,7s,---,/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 11",</l>,
491,88,1,de,de,XLVI(IIp810)_12,Pre,Pre,de,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 12",,<l n=&quot;12&quot;>
492,88,2,l',l',XLVI(IIp810)_12,Det,Det,le,7s,---,C/\,"MolinetFaictz, Poésies familières no XLVI, v. 12",,
493,88,3,estocq,estocq,XLVI(IIp810)_12,N,N,estoc,7s,---,/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 12",,
494,88,4,de,de,XLVI(IIp810)_12,Pre,Pre,de,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 12",,
495,88,5,ranchicourt,ranchicourt,XLVI(IIp810)_12,N,N,Ranchicourt,7s,---,C/V\.C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 12",,
496,88,6,.,.,XLVI(IIp810)_12,Pnc,Pnc,.,7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 12",</l>,
497,89,1,ne,ne,XLVI(IIp810)_13,Neg,Neg,ne,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 13",,<l n=&quot;13&quot;>
498,89,2,tenés,tenés,XLVI(IIp810)_13,Vfin,Vfin,tenir,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 13",,
499,89,3,le,le,XLVI(IIp810)_13,Det,Det,le,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 13",,
500,89,4,ran,ran,XLVI(IIp810)_13,N,N,ran,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 13",,
501,89,5,sy,sy,XLVI(IIp810)_13,Adv,Adv,si4,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 13",,
502,89,6,court,court,XLVI(IIp810)_13,Adj,Adj,court,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 13",,
503,89,7,",",",",XLVI(IIp810)_13,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 13",</l>,
504,90,1,quand,quand,XLVI(IIp810)_14,Sub,Sub,quand,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 14",,<l n=&quot;14&quot;>
505,90,2,devers,devers,XLVI(IIp810)_14,PrA,PrA,devers,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 14",,
506,90,3,vous,vous,XLVI(IIp810)_14,Prn,Prn,vous,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 14",,
507,90,4,il,il,XLVI(IIp810)_14,Prn,Prn$,il,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 14",,
508,90,5,accourt,accourt,XLVI(IIp810)_14,Vfin,Vfin,accourir,7s,---,/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 14",,
509,90,6,",",",",XLVI(IIp810)_14,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 14",</l>,
510,91,1,comme,comme,XLVI(IIp810)_15,Sub,Sub,comme,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 15",,<l n=&quot;15&quot;>
511,91,2,aprés,aprés,XLVI(IIp810)_15,PrA,PrA,après,7s,---,/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 15",,
512,91,3,le,le,XLVI(IIp810)_15,Det,Det,le,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 15",,
513,91,4,brebizette,brebizette,XLVI(IIp810)_15,N,N,brebisette,7s,---,C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 15",,
514,91,5,;,;,XLVI(IIp810)_15,Pnc,Pnc,;,7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 15",</l>,
515,92,1,qu',qu',XLVI(IIp810)_16,Sub,Sub,que,7s,---,C/\,"MolinetFaictz, Poésies familières no XLVI, v. 16",,<l n=&quot;16&quot;>
516,92,2,il,il,XLVI(IIp810)_16,Prn,Prn$,il,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 16",,
517,92,3,ne,ne,XLVI(IIp810)_16,Neg,Neg,ne,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 16",,
518,92,4,chiee,chiee,XLVI(IIp810)_16,Vfin,Vfin,choir,7s,---,'C/V\./(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 16",,
519,92,5,jus,jus,XLVI(IIp810)_16,PrA,PrA,jus,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 16",,
520,92,6,du,du,XLVI(IIp810)_16,Pre+Det,Pre+Det,de.le,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 16",,
521,92,7,hourt,hourt,XLVI(IIp810)_16,N,N,hourd,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 16",,
522,92,8,",",",",XLVI(IIp810)_16,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 16",</l>,
523,93,1,par,par,XLVI(IIp810)_17,Pre,Pre,par,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 17",,<l n=&quot;17&quot;>
524,93,2,trop,trop,XLVI(IIp810)_17,Adv,Adv,trop,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 17",,
525,93,3,faire,faire,XLVI(IIp810)_17,Vinf,Vinf,faire,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 17",,
526,93,4,le,le,XLVI(IIp810)_17,Det,Det,le,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 17",,
527,93,5,behourt,behourt,XLVI(IIp810)_17,N,N,behort,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 17",,
528,93,6,",",",",XLVI(IIp810)_17,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 17",</l>,
529,94,1,vous,vous,XLVI(IIp810)_18,Prn,Prn$,vous,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 18",,<l n=&quot;18&quot;>
530,94,2,en,en,XLVI(IIp810)_18,Prn,Prn$$,en2,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 18",,
531,94,3,ariés,ariés,XLVI(IIp810)_18,Vfin,Vfin,avoir,7s,---,/V\.C/<V>\.'/V\,"MolinetFaictz, Poésies familières no XLVI, v. 18",,
532,94,4,grand,grand,XLVI(IIp810)_18,Adj,Adj,grand,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 18",,
533,94,5,disette,disette,XLVI(IIp810)_18,N,N,disette,7s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 18",,
534,94,6,;,;,XLVI(IIp810)_18,Pnc,Pnc,;,7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 18",</l>,
535,95,1,bien,bien,XLVI(IIp810)_19,Adv,Adv,bien,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 19",,<l n=&quot;19&quot;>
536,95,2,sçara,sçara,XLVI(IIp810)_19,Vfin,Vfin,savoir,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 19",,
537,95,3,faire,faire,XLVI(IIp810)_19,Vinf,Vinf,faire,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 19",,
538,95,4,le,le,XLVI(IIp810)_19,Det,Det,le,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 19",,
539,95,5,sour,sour,XLVI(IIp810)_19,N,N,sourd,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 19",,
540,95,6,",",",",XLVI(IIp810)_19,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 19",</l>,
541,96,1,se,se,XLVI(IIp810)_20,Sub,Sub,si3,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 20",,<l n=&quot;20&quot;>
542,96,2,peu,peu,XLVI(IIp810)_20,N,N,peu,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 20",,
543,96,3,a,a,XLVI(IIp810)_20,Vfin,Vfin,avoir,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 20",,
544,96,4,de,de,XLVI(IIp810)_20,Pre,Pre,de,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 20",,
545,96,5,fontainette,fontainette,XLVI(IIp810)_20,N,N,fontainette,7s,---,C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 20",,
546,96,6,",",",",XLVI(IIp810)_20,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 20",</l>,
547,97,1,qui,qui,XLVI(IIp810)_21,Qux,Qux,qui,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 21",,<l n=&quot;21&quot;>
548,97,2,de,de,XLVI(IIp810)_21,Pre,Pre,de,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 21",,
549,97,3,nuyt,nuyt,XLVI(IIp810)_21,N,N,nuit,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 21",,
550,97,4,vient,vient,XLVI(IIp810)_21,Vfin,Vfin,venir,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 21",,
551,97,5,",",",",XLVI(IIp810)_21,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 21",,
552,97,6,croist,croist,XLVI(IIp810)_21,Vfin,Vfin,croître,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 21",,
553,97,7,et,et,XLVI(IIp810)_21,Crd,Crd,et,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 21",,
554,97,8,sourt,sourt,XLVI(IIp810)_21,Vfin,Vfin,sourdre,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 21",</l>,
555,98,1,par,par,XLVI(IIp810)_22,Pre,Pre,par,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 22",,<l n=&quot;22&quot;>
556,98,2,dessous,dessous,XLVI(IIp810)_22,PrA,PrA,dessous,7s,---,C/e\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 22",,
557,98,3,le,le,XLVI(IIp810)_22,Det,Det,le,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 22",,
558,98,4,boudinette,boudinette,XLVI(IIp810)_22,N,N,boudinette,7s,---,C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 22",,
559,98,5,.,.,XLVI(IIp810)_22,Pnc,Pnc,.,7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 22",</l>,
560,99,1,toudis,toudis,XLVI(IIp810)_23,Adv,Adv,toudis,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 23",,<l n=&quot;23&quot;>
561,99,2,serés,serés,XLVI(IIp810)_23,Vfin,Vfin,être,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 23",,
562,99,3,mignonnette,mignonnette,XLVI(IIp810)_23,N,N,mignonnet,7s,---,C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 23",,
563,99,4,",",",",XLVI(IIp810)_23,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 23",</l>,
564,100,1,en,en,XLVI(IIp810)_24,Pre,Pre,en,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 24",,<l n=&quot;24&quot;>
565,100,2,chambre,chambre,XLVI(IIp810)_24,N,N,chambre,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 24",,
566,100,3,et,et,XLVI(IIp810)_24,Crd,Crd,et,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 24",,
567,100,4,en,en,XLVI(IIp810)_24,Pre,Pre,en,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 24",,
568,100,5,gourdinette,gourdinette,XLVI(IIp810)_24,N,N,courtinette,7s,---,C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 24",,
569,100,6,",",",",XLVI(IIp810)_24,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 24",</l>,
570,101,1,se,se,XLVI(IIp810)_25,Sub,Sub,si3,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 25",,<l n=&quot;25&quot;>
571,101,2,le,le,XLVI(IIp810)_25,Det,Det,le,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 25",,
572,101,3,vie,vie,XLVI(IIp810)_25,N,N,vie,7s,---,'C/V\./(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 25",,
573,101,4,on,on,XLVI(IIp810)_25,Prn,Prn$,on,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 25",,
574,101,5,ne,ne,XLVI(IIp810)_25,Neg,Neg,ne,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 25",,
575,101,6,vous,vous,XLVI(IIp810)_25,Prn,Prn$$,vous,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 25",,
576,101,7,tolt,tolt,XLVI(IIp810)_25,Vfin,Vfin,tolir,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 25",,
577,101,8,",",",",XLVI(IIp810)_25,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 25",</l>,
578,102,1,fort,fort,XLVI(IIp810)_26,Adv,Adv,fort,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 26",,<l n=&quot;26&quot;>
579,102,2,gente,gente,XLVI(IIp810)_26,Adj,Adj,gent2,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 26",,
580,102,3,",",",",XLVI(IIp810)_26,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 26",,
581,102,4,propre,propre,XLVI(IIp810)_26,Adj,Adj,propre,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 26",,
582,102,5,et,et,XLVI(IIp810)_26,Crd,Crd,et,7s,---,/V\,"MolinetFaictz, Poésies familières no XLVI, v. 26",,
583,102,6,prousette,prousette,XLVI(IIp810)_26,Adj,Adj,prousset,7s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 26",,
584,102,7,",",",",XLVI(IIp810)_26,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 26",</l>,
585,103,1,tant,tant,XLVI(IIp810)_27,QIs,QIs,tant,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 27",,<l n=&quot;27&quot;>
586,103,2,que,que,XLVI(IIp810)_27,Sub,Sub,que,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 27",,
587,103,3,vous,vous,XLVI(IIp810)_27,Prn,Prn$,vous,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 27",,
588,103,4,serés,serés,XLVI(IIp810)_27,Vfin,Vfin,être,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 27",,
589,103,5,grosette,grosette,XLVI(IIp810)_27,Adj,Adj,groset,7s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 27",,
590,103,6,;,;,XLVI(IIp810)_27,Pnc,Pnc,;,7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 27",</l>,
591,104,1,dieu,dieu,XLVI(IIp810)_28,N,N,dieu,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 28",,<l n=&quot;28&quot;>
592,104,2,doint,doint,XLVI(IIp810)_28,Vfin,Vfin,donner,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 28",,
593,104,3,que,que,XLVI(IIp810)_28,Sub,Sub,que,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 28",,
594,104,4,ce,ce,XLVI(IIp810)_28,Prn,Prn$,ce,7s,---,C/(e)\,"MolinetFaictz, Poésies familières no XLVI, v. 28",,
595,104,5,soit,soit,XLVI(IIp810)_28,Vfin,Vfin,être,7s,---,C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 28",,
596,104,6,bientos,bientos,XLVI(IIp810)_28,Adv,Adv,bientôt,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no XLVI, v. 28",,
597,104,7,.,.,XLVI(IIp810)_28,Pnc,Pnc,.,7s,---,,"MolinetFaictz, Poésies familières no XLVI, v. 28",</l></div>,
598,105,1,dame,dame,LXVIII(2p866)_1,N,N,dame,8s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies familières no LXVIII, v. 1",,<pb n=&quot;866&quot;/><div type=&quot;chapter&quot; n=&quot;Poésies familières no 68&quot;><head>Ballade figuree</head><lg type=&quot;stanza&quot;><l n=&quot;1&quot;>
599,105,2,",",",",LXVIII(2p866)_1,Pnc,Pnc,",",8s,---,,"MolinetFaictz, Poésies familières no LXVIII, v. 1",,
600,105,3,j',j',LXVIII(2p866)_1,Prn,Prn$,je,8s,---,C/\,"MolinetFaictz, Poésies familières no LXVIII, v. 1",,
601,105,4,ay,ay,LXVIII(2p866)_1,Vfin,Vfin,avoir,8s,---,/V\,"MolinetFaictz, Poésies familières no LXVIII, v. 1",,
602,105,5,sentu,sentu,LXVIII(2p866)_1,Vpp,Vpp,sentir,8s,---,C/V\.'C/V\,"MolinetFaictz, Poésies familières no LXVIII, v. 1",,
603,105,6,les,les,LXVIII(2p866)_1,Det,Det,le,8s,---,C/V\,"MolinetFaictz, Poésies familières no LXVIII, v. 1",,
