wd_id,word,lemma_ofl,lemma,lemma_score,lex_id,textlineid,syntag,syntag2,syllabified,pos,
914,l',le,le,9,l',103003,Det,Det,C/\,DET,
915,aspiracion,aspiration,,9,aspiracion,103003,N,N,/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,
916,de,de,de,8,de,103003,Pre,Pre,C/(e)\,ADP,
917,l',le,le,9,l',103003,Det,Det,C/\,DET,
918,aleine,haleine,,3,aleine,103003,N,N,/V\.'C/V\.C/(e)\,NOUN,
919,d',de,de,9,d',103003,Pre,Pre,C/\,ADP,
920,icellui,cil,cil,2,icellui,103003,Dem,Dem,/V\.C/e\.'C/V\,DET,
921,grant,grand,grand,9,grant,103003,Adj,Adj,C/V\,ADJ,
922,ymage,image,,9,ymage,103003,N,N,/V\.'C/V\.C/(e)\,NOUN,
923,le,le,le,7,le,103003,Prn,Prn$$,C/(e)\,PRON,
924,tira,tirer,,9,tira,103003,Vfin,Vfin,C/V\.'C/V\,VERB,
925,a,à,à,8,a,103003,Pre,Pre,/V\,ADP,
926,soy,soi,soi,8,soy,103003,Prn,Prn,C/V\,PRON,
927,tant,tant,tant,8,tant,103004,QIs,QIs,C/V\,ADV,
928,qu',que,que,9,qu',103004,Sub,Sub,C/\,SCONJ,
929,il,il,il,9,il,103004,Prn,Prn$,/V\,PRON,
930,cheut,choir,choir,9,cheut,103004,Vfin,Vfin,C/V\,VERB,
931,es,en.le,en.le,8,es,103004,Pre+Det,Pre+Det,/V\,ADP.DET,
932,mains,main,,8,mains,103004,N,N,C/V\,NOUN,
933,de,de,de,8,de,103004,Pre,Pre,C/(e)\,ADP,
934,la,le,le,8,la,103004,Det,Det,C/V\,DET,
935,dame,dame,,8,dame,103004,N,N,'C/V\.C/(e)\,NOUN,
936,couronnee,couronner,,9,couronnee,103004,Vpp,Vpp,C/V\.C/V\.'C/V\./(e)\,VERB,
937,.,.,,9,.,103004,Pnc,Pnc,,PUNCT,
938,Lors,lors,lors,8,lors,103004,Adv,Adv,C/V\,ADV,
939,",",",",,9,",",103004,Pnc,Pnc,,PUNCT,
940,comme,comme,comme,9,comme,103004,Sub,Sub,'C/V\.C/(e)\,SCONJ,
941,elle,elle,elle,8,elle,103004,Prn,Prn$,'/V\.C/(e)\,PRON,
942,ja,jà,jà,9,ja,103004,Adv,Adv,C/V\,ADV,
943,eust,avoir,avoir,9,eust,103005,Vfin,Vfin,/(V)\.'/V\,VERB,
944,mis,mettre,mettre,3,mis,103005,Vpp,Vpp,C/V\,VERB,
945,le,le,le,8,le,103005,Det,Det,C/(e)\,DET,
946,mole,moule,,3,mole,103005,N,N,'C/V\.C/(e)\,NOUN,
947,atout,atout,atout,9,atout,103005,PrA,PrA,/V\.'C/V\,ADP,
948,la,le,le,8,la,103005,Det,Det,C/V\,DET,
949,matiere,matière,,9,matiere,103005,N,N,C/V\.'C/V\.C/(e)\,NOUN,
950,en,en,en,8,en,103005,Pre,Pre,/V\,ADP,
951,la,le,le,8,la,103005,Det,Det,C/V\,DET,
952,fournaise,fournaise,,9,fournaise,103005,N,N,C/V\.'C/V\.C/(e)\,NOUN,
953,",",",",,9,",",103005,Pnc,Pnc,,PUNCT,
954,mon,mon,mon,7,mon,103005,Det,Det,C/V\,DET,
955,esperit,esprit,,8,esperit,103005,N,N,/V\.C/e\.'C/V\,NOUN,
956,prent,prendre,prendre,3,prent,103005,Vfin,Vfin,C/V\,VERB,
957,",",",",,9,",",103005,Pnc,Pnc,,PUNCT,
958,si,si,si4,8,si,103006,Adv,Adv,C/V\,ADV,
959,le,le,le,7,le,103006,Prn,Prn$$,C/(e)\,PRON,
960,fiche,ficher,,8,fiche,103006,Vfin,Vfin,'C/V\.C/e\,VERB,
961,ens,ens,ens,9,ens,103006,PrA,PrA,/V\,ADV,
962,",",",",,9,",",103006,Pnc,Pnc,,PUNCT,
963,et,et,et,8,et,103006,Crd,Crd,/V\,CCONJ,
964,tout,tout,tout,8,tout,103006,QIs,QIs,C/V\,PRON,
965,en,en,en,8,en,103006,Pre,Pre,/V\,ADP,
966,la,le,le,8,la,103006,Det,Det,C/V\,DET,
967,maniere,manière,,8,maniere,103006,N,N,C/V\.'C/V\.C/(e)\,NOUN,
968,que,que,que,4,que,103006,Sub,Sub,C/(e)\,PRON,
969,aux,à.le,à.le,8,aux,103006,Pre+Det,Pre+Det,/V\,ADP.DET,
970,corps,corps,,3,corps,103006,N,N,C/V\,NOUN,
971,humains,humain,,9,humains,103006,Adj,Adj,/V\.'C/V\,ADJ,
972,donner,donner,donner,9,donner,103006,Vinf,Vinf,C/V\.'C/V\,VERB,
973,fourme,forme,,3,fourme,103007,N,N,'C/V\.C/(e)\,NOUN,
974,acoustumé,accoutumer,,9,acoustumé,103007,Vpp,Vpp,/V\.C/V\.C/V\.'C/V\,VERB,
975,avoit,avoir,avoir,9,avoit,103007,Vfin,Vfin,/V\.'C/V\,VERB,
976,",",",",,9,",",103007,Pnc,Pnc,,PUNCT,
977,tout,tout,tout,8,tout,103007,QIs,QIs,C/V\,PRON,
978,mesla,mêler,,9,mesla,103007,Vfin,Vfin,C/V\.'C/V\,VERB,
979,ensemble,ensemble,ensemble,8,ensemble,103007,Adv,Adv,/V\.'C/V\.C/(e)\,ADV,
980,et,et,et,8,et,103007,Crd,Crd,/V\,CCONJ,
981,ainsi,ainsi,ainsi,9,ainsi,103007,Adv,Adv,/V\.'C/V\,ADV,
982,cuire,cuire,cuire,9,cuire,103007,Vinf,Vinf,'C/V\.C/(e)\,VERB,
983,me,me,me,5,me,103007,Prn,Prn$$,C/(e)\,PRON,
984,laissa,laisser,laisser,3,laissa,103007,Vfin,Vfin,C/V\.'C/V\,VERB,
985,par,par,par,8,par,103008,Pre,Pre,C/V\,ADP,
986,quantité,quantité,,9,quantité,103008,N,N,C/V\.C/V\.'C/V\,NOUN,
987,de,de,de,8,de,103008,Pre,Pre,C/(e)\,ADP,
988,temps,temps,,9,temps,103008,N,N,C/V\,NOUN,
989,tant,tant,tant,8,tant,103008,QIs,QIs,C/V\,ADV,
990,que,que,que,9,que,103008,Sub,Sub,C/(e)\,SCONJ,
991,ung,un,un,9,ung,103008,QIs,QIs,/V\,DET,
992,petit,petit,petit,9,petit,103008,Adj,Adj,C/V\.'C/V\,ADJ,
993,corps,corps,,3,corps,103008,N,N,C/V\,NOUN,
994,humain,humain,,9,humain,103008,Adj,Adj,/V\.'C/(e)\,ADJ,
995,me,me,me,5,me,103008,Prn,Prn$$,C/(e)\,PRON,
996,fut,être,être,3,fut,103008,Vfin,Vfin,C/V\,VERB,
997,parfaict,parfaire,parfaire,8,parfaict,103008,Vpp,Vpp,C/V\.'C/V\,VERB,
998,.,.,,9,.,103008,Pnc,Pnc,,PUNCT,
999,Mais,mais,mais,8,mais,103009,Crd,Crd,C/V\,CCONJ,
1000,comme,comme,comme,9,comme,103009,Sub,Sub,'C/V\.C/(e)\,SCONJ,
1001,le,le,le,7,le,103009,Prn,Prn$$,C/(e)\,PRON,
1002,voulsist,vouloir,vouloir,9,voulsist,103009,Vfin,Vfin,C/V\.'C/V\,VERB,
1003,ainsi,ainsi,ainsi,9,ainsi,103009,Adv,Adv,/V\.'C/V\,ADV,
1004,celle,cil,cil,3,celle,103009,Dem,Dem,'C/V\.C/(e)\,PRON,
1005,qui,qui,qui,3,qui,103009,Qux,Qux,C/V\,PRON,
1006,la,le,le,8,la,103009,Det,Det,C/V\,DET,
1007,destrempe,détrempe,,8,destrempe,103009,N,N,C/V\.'C/V\.C/(e)\,NOUN,
1008,avoit,avoir,avoir,9,avoit,103009,Vfin,Vfin,/V\.'C/V\,VERB,
1009,faicte,faire,faire,9,faicte,103009,Vpp,Vpp,'C/V\.C/(e)\,VERB,
1010,",",",",,9,",",103009,Pnc,Pnc,,PUNCT,
1011,a,à,à,8,a,103010,Pre,Pre,/V\,ADP,
1012,laquel,lequel,lequel,4,laquel,103010,Qux,Qux,C/V\.'C/V\,ADJ,
1013,cause,cause,,3,cause,103010,N,N,'C/V\.C/(e)\,NOUN,
1014,se,se,se,3,se,103010,Prn,Prn$$,C/(e)\,PRON,
1015,tient,tenir,tenir,9,tient,103010,Vfin,Vfin,C/V\,VERB,
1016,et,et,et,8,et,103010,Crd,Crd,/V\,CCONJ,
1017,non,non,ne,8,non,103010,Neg,Neg,C/V\,ADV,
1018,au,à.le,à.le,8,au,103010,Pre+Det,Pre+Det,/V\,ADP.DET,
1019,mole,moule,,3,mole,103010,N,N,'C/V\.C/(e)\,NOUN,
1020,",",",",,9,",",103010,Pnc,Pnc,,PUNCT,
1021,j',je,je,9,j',103010,Prn,Prn$,C/\,PRON,
1022,aportay,apporter,apporter,9,aportay,103010,Vfin,Vfin,/V\.C/V\.'C/V\,VERB,
1023,sexe,sexe,,2,sexe,103010,N,N,'C/V\.C/(e)\,PROPN,
1024,femmenin,féminin,,2,femmenin,103010,Adj,Adj,C/V\.C/e\.'C/V\,NOUN,
1025,.,.,,9,.,103010,Pnc,Pnc,,PUNCT,
1026,Si,si,si4,8,si,103010,Adv,Adv,C/V\,ADV,
1027,fus,être,être,3,fus,103011,Vfin,Vfin,C/V\,VERB,
1028,semblablement,semblablement,,9,semblablement,103011,Adv,Adv,C/V\.C/V\.C/e\.'C/V\,ADV,
1029,que,que,que,9,que,103011,Sub,Sub,C/(e)\,SCONJ,
1030,les,le,le,8,les,103011,Det,Det,C/V\,DET,
1031,autres,autre,autre,9,autres,103011,Adj,Adj,'/V\.C/e\,ADJ,
1032,soubdainement,soudainement,,4,soubdainement,103011,Adv,Adv,C/V\.C/V\.C/e\.'C/V\,NOUN,
1033,transgloutie,transgloutir,,9,transgloutie,103011,Vpp,Vpp,C/V\.C/V\.'C/V\./(e)\,VERB,
1034,ou,en.le,en.le,8,ou,103011,Pre+Det,Pre+Det,/V\,ADP.DET,
1035,ventre,ventre,,8,ventre,103012,N,N,'C/V\.C/(e)\,NOUN,
1036,de,de,de,8,de,103012,Pre,Pre,C/(e)\,ADP,
1037,cel,celui,cil,2,cel,103012,Dem,Dem,C/V\,DET,
1038,ymage,image,,9,ymage,103012,N,N,/V\.'C/V\.C/(e)\,NOUN,
1039,.,.,,9,.,103012,Pnc,Pnc,,PUNCT,
1040,Quant,quand,quand,8,quant,103012,Sub,Sub,C/V\,SCONJ,
1041,je,je,je,9,je,103012,Prn,Prn$,C/(e)\,PRON,
1042,fus,être,être,3,fus,103012,Vfin,Vfin,C/V\,VERB,
1043,la,là,là,8,la,103012,Adv,Adv,C/V\,DET,
1044,trebuschee,trébucher,,4,trebuschee,103012,Vpp,Vpp,C/V\.C/V\.'C/V\./(e)\,NOUN,
1045,",",",",,9,",",103012,Pnc,Pnc,,PUNCT,
1046,adonc,adonc,adonc,9,adonc,103012,Adv,Adv,/V\.'C/V\,ADV,
1047,prestement,prestement,,9,prestement,103012,Adv,Adv,C/V\.C/e\.'C/V\,ADV,
1048,vint,venir,venir,3,vint,103013,Vfin,Vfin,C/V\,VERB,
1049,la,le,le,8,la,103013,Det,Det,C/V\,DET,
1050,chamberiere,chambrière,,3,chamberiere,103013,N,N,C/V\.C/e\.'C/V\.C/(e)\,NOUN,
1051,de,de,de,8,de,103013,Pre,Pre,C/(e)\,ADP,
1052,ladicte,ledit,ledit,4,ladicte,103013,Dem,Dem,C/V\.'C/V\.C/(e)\,DET,
1053,dame,dame,,8,dame,103013,N,N,'C/V\.C/(e)\,NOUN,
1054,",",",",,9,",",103013,Pnc,Pnc,,PUNCT,
1055,qui,qui,qui,3,qui,103013,Qux,Qux,C/V\,PRON,
1056,buirettes,burette,,6,buirettes,103013,N,N,C/V\.'C/V\.C/e\,NOUN,
1057,tenoit,tenir,tenir,9,tenoit,103013,Vfin,Vfin,C/V\.'C/V\,VERB,
1058,pleines,plein,plein,9,pleines,103013,Adj,Adj,'C/V\.C/e\,ADJ,
1059,d',de,de,9,d',103014,Pre,Pre,C/\,ADP,
1060,une,un,un,9,une,103014,QIs,QIs,'/V\.C/(e)\,DET,
1061,liqueur,liqueur,,9,liqueur,103014,N,N,C/V\.'C/V\,NOUN,
1062,doulce,doux,doux,8,doulce,103014,Adj,Adj,'C/V\.C/(e)\,ADJ,
1063,et,et,et,8,et,103014,Crd,Crd,/V\,CCONJ,
1064,tres,très,très,8,tres,103014,Adv,Adv,C/V\,ADV,
1065,souefve,souef,souef,9,souefve,103014,Adj,Adj,C/V\.'C/V\.C/(e)\,ADJ,
1066,",",",",,9,",",103014,Pnc,Pnc,,PUNCT,
1067,de,de,de,8,de,103014,Pre,Pre,C/(e)\,ADP,
1068,laquelle,lequel,lequel,9,laquelle,103014,Qux,Qux,C/V\.'C/V\.C/(e)\,DET,
1069,a,à,à,8,a,103014,Pre,Pre,/V\,ADP,
1070,abuvrer,abreuver,abreuver,6,abuvrer,103014,Vinf,Vinf,/V\.C/V\.'C/V\,VERB,
1071,doulcement,doucement,,9,doulcement,103014,Adv,Adv,C/V\.C/e\.'C/V\,ADV,
1072,me,me,me,5,me,103015,Prn,Prn$$,C/(e)\,PRON,
1073,prist,prendre,prendre,3,prist,103015,Vfin,Vfin,C/V\,VERB,
1074,",",",",,9,",",103015,Pnc,Pnc,,PUNCT,
1075,par,par,par,8,par,103015,Pre,Pre,C/V\,ADP,
1076,quel,quel,quel,9,quel,103015,Qux,Qux,C/V\,DET,
1077,vertu,vertu,,8,vertu,103015,N,N,C/V\.'C/V\,NOUN,
1078,et,et,et,8,et,103015,Crd,Crd,/V\,CCONJ,
1079,continuacion,continuation,,9,continuacion,103015,N,N,C/V\.C/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,
1080,mon,mon,mon,7,mon,103015,Det,Det,C/V\,DET,
1081,corps,corps,,3,corps,103015,N,N,C/V\,NOUN,
1082,de,de,de,8,de,103015,Pre,Pre,C/(e)\,ADP,
1083,plus,plus,plus,8,plus,103015,Adv,Adv,C/V\,ADV,
1084,en,en,en,8,en,103015,Pre,Pre,/V\,ADP,
1085,plus,plus,plus,8,plus,103016,Adv,Adv,C/V\,ADV,
1086,prenoit,prendre,prendre,9,prenoit,103016,Vfin,Vfin,C/V\.'C/V\,VERB,
1087,croiscence,croissance,,6,croiscence,103016,N,N,C/V\.'C/V\.C/(e)\,NOUN,
1088,",",",",,9,",",103016,Pnc,Pnc,,PUNCT,
1089,force,force,,3,force,103016,N,N,'C/V\.C/(e)\,NOUN,
1090,et,et,et,8,et,103016,Crd,Crd,/V\,CCONJ,
1091,vigueur,vigueur,,9,vigueur,103016,N,N,C/V\.'C/V\,NOUN,
1092,.,.,,9,.,103016,Pnc,Pnc,,PUNCT,
1093,Et,et,et,8,et,103016,Crd,Crd,/V\,CCONJ,
1094,ycelle,cil,cil,2,ycelle,103016,Dem,Dem,/V\.'C/V\.C/(e)\,DET,
1095,sage,sage,sage,8,sage,103016,Adj,Adj,'C/V\.C/(e)\,ADJ,
1096,croissoit,croître,croître,3,croissoit,103016,Vfin,Vfin,C/V\.'C/V\,VERB,
1097,et,et,et,8,et,103016,Crd,Crd,/V\,CCONJ,
1098,engroissoit,engraisser,,6,engroissoit,103017,Vfin,Vfin,/V\.C/V\.'C/V\,VERB,
1099,la,le,le,8,la,103017,Det,Det,C/V\,DET,
1100,pasture,pâture,,3,pasture,103017,N,N,C/V\.'C/V\.C/(e)\,NOUN,
1101,au,à.le,à.le,8,au,103017,Pre+Det,Pre+Det,/V\,ADP.DET,
1102,feur,fuer,,-10,feur,103017,N,N,C/V\,NOUN,
1103,de,de,de,8,de,103017,Pre,Pre,C/(e)\,ADP,
1104,ma,mon,mon,7,ma,103017,Det,Det,C/V\,DET,
1105,force,force,,3,force,103017,N,N,'C/V\.C/(e)\,NOUN,
1106,tant,tant,tant,8,tant,103017,QIs,QIs,C/V\,ADV,
1107,qu',que,que,9,qu',103017,Sub,Sub,C/\,SCONJ,
1108,a,à,à,8,a,103017,Pre,Pre,/V\,ADP,
1109,par,par,par,8,par,103017,Pre,Pre,C/V\,ADP,
1110,moy,moi,moi,8,moy,103017,Prn,Prn,C/V\,PRON,
1111,porter,porter,porter,8,porter,103017,Vinf,Vinf,C/V\.'C/V\,VERB,
1112,et,et,et,8,et,103017,Crd,Crd,/V\,CCONJ,
1113,paistre,paître,paître,8,paistre,103018,Vinf,Vinf,'C/V\.C/(e)\,VERB,
1114,mon,mon,mon,7,mon,103018,Det,Det,C/V\,DET,
1115,corps,corps,,3,corps,103018,N,N,C/V\,NOUN,
1116,je,je,je,9,je,103018,Prn,Prn$,C/(e)\,PRON,
1117,pos,pouvoir,pouvoir2,3,pos,103018,Vfin,Vfin,C/V\,VERB,
1118,",",",",,9,",",103018,Pnc,Pnc,,PUNCT,
1119,ouquel,en.lequel,en.lequel,2,ouquel,103018,Pre+Qux,Pre+Qux,/V\.'C/V\,ADP.PRON,
1120,croissoit,croître,croître,3,croissoit,103018,Vfin,Vfin,C/V\.'C/V\,VERB,
1121,l',le,le,9,l',103018,Det,Det,C/\,DET,
1122,entendement,entendement,,8,entendement,103018,N,N,/V\.C/V\.C/e\.'C/V\,NOUN,
1123,qui,qui,qui,3,qui,103018,Qux,Qux,C/V\,PRON,
1124,ja,jà,jà,9,ja,103018,Adv,Adv,C/V\,ADV,
1125,me,me,me,5,me,103018,Prn,Prn$$,C/(e)\,PRON,
1126,donnoit,donner,donner,9,donnoit,103019,Vfin,Vfin,C/V\.'C/V\,VERB,
1127,congnoissance,connaissance,,9,congnoissance,103019,N,N,C/V\.C/V\.'C/V\.C/(e)\,NOUN,
1128,de,de,de,8,de,103019,Pre,Pre,C/(e)\,ADP,
1129,la,le,le,8,la,103019,Det,Det,C/V\,DET,
1130,diversité,diversité,,9,diversité,103019,N,N,C/V\.C/V\.C/V\.'C/V\,NOUN,
1131,des,de.le,de.le,8,des,103019,Pre+Det,Pre+Det,C/V\,ADP.DET,
1132,entrailles,entrailles,,9,entrailles,103019,N,N,/V\.'C/V\.C/e\,NOUN,
1133,du,de.le,de.le,8,du,103019,Pre+Det,Pre+Det,C/V\,ADP.DET,
1134,ventre,ventre,,8,ventre,103019,N,N,'C/V\.C/(e)\,NOUN,
1135,de,de,de,8,de,103019,Pre,Pre,C/(e)\,ADP,
1136,l',le,le,9,l',103020,Det,Det,C/\,DET,
1137,ymage,image,,9,ymage,103020,N,N,/V\.'C/V\.C/(e)\,NOUN,
1138,par,par,par,8,par,103020,Pre,Pre,C/V\,ADP,
1139,sus,sus,sus,8,sus,103020,PrA,PrA,C/V\,ADV,
1140,lesquelles,lequel,lequel,9,lesquelles,103020,Qux,Qux,C/V\.'C/V\.C/e\,PRON,
1141,a,à,à,8,a,103020,Pre,Pre,/V\,ADP,
1142,deux,deux,deux,8,deux,103020,QIs,QIs,C/V\,NUM,
1143,piez,pied,,3,piez,103020,N,N,C/V\,NOUN,
1144,je,je,je,9,je,103020,Prn,Prn$,C/(e)\,PRON,
1145,marchoie,marcher,,9,marchoie,103020,Vfin,Vfin,C/V\.'C/V\./(e)\,VERB,
1146,",",",",,9,",",103020,Pnc,Pnc,,PUNCT,
1147,lesquelles,lequel,lequel,9,lesquelles,103020,Qux,Qux,C/V\.'C/V\.C/e\,PRON,
1148,estoient,être,être,3,estoient,103020,Vfin,Vfin,/V\.'C/V\./e\,VERB,
1149,faictes,faire,faire,9,faictes,103021,Vpp,Vpp,'C/V\.C/e\,VERB,
1150,de,de,de,8,de,103021,Pre,Pre,C/(e)\,ADP,
1151,cailloux,caillou,,9,cailloux,103021,N,N,C/V\.'C/V\,NOUN,
1152,et,et,et,8,et,103021,Crd,Crd,/V\,CCONJ,
1153,dures,dur,dur,8,dures,103021,Adj,Adj,'C/V\.C/e\,ADJ,
1154,roches,roche,,8,roches,103021,N,N,'C/V\.C/e\,NOUN,
1155,par,par,par,8,par,103021,Pre,Pre,C/V\,ADP,
1156,montaignes,montagne,,9,montaignes,103021,N,N,C/V\.'C/V\.C/e\,NOUN,
1157,et,et,et,8,et,103021,Crd,Crd,/V\,CCONJ,
1158,valees,vallée,,9,valees,103021,N,N,C/V\.'C/V\./e\,NOUN,
1159,",",",",,9,",",103021,Pnc,Pnc,,PUNCT,
1160,bois,bois,,8,bois,103021,N,N,C/V\,NOUN,
1161,et,et,et,8,et,103021,Crd,Crd,/V\,CCONJ,
1162,mettaulx,métal,,9,mettaulx,103022,N,N,C/V\.'C/V\,NOUN,
1163,et,et,et,8,et,103022,Crd,Crd,/V\,CCONJ,
1164,diversitez,diversité,,9,diversitez,103022,N,N,C/V\.C/V\.C/V\.'C/V\,NOUN,
1165,maintes,maint,maint,9,maintes,103022,QIs,QIs,'C/V\.C/e\,ADJ,
1166,.,.,,9,.,103022,Pnc,Pnc,,PUNCT,
1167,Mais,mais,mais,8,mais,103022,Crd,Crd,C/V\,CCONJ,
1168,tant,tant,tant,8,tant,103022,QIs,QIs,C/V\,ADV,
1169,me,me,me,5,me,103022,Prn,Prn$$,C/(e)\,PRON,
1170,sembloit,sembler,sembler,9,sembloit,103022,Vfin,Vfin,C/V\.'C/V\,VERB,
1171,longue,long,long,8,longue,103022,Adj,Adj,'C/V\.C/(e)\,ADJ,
1172,et,et,et,8,et,103022,Crd,Crd,/V\,CCONJ,
1173,lee,lé,lé,8,lee,103022,Adj,Adj,'C/V\./(e)\,ADJ,
1174,l',le,le,9,l',103023,Det,Det,C/\,DET,
1175,espace,espace,,8,espace,103023,N,N,/V\.'C/V\.C/(e)\,NOUN,
1176,de,de,de,8,de,103023,Pre,Pre,C/(e)\,ADP,
1177,la,le,le,8,la,103023,Det,Det,C/V\,DET,
1178,pourprise,pourprise,,8,pourprise,103023,N,N,C/V\.'C/V\.C/(e)\,NOUN,
1179,d',de,de,9,d',103023,Pre,Pre,C/\,ADP,
1180,icellui,cil,cil,2,icellui,103023,Dem,Dem,/V\.C/e\.'C/V\,DET,
1181,corps,corps,,3,corps,103023,N,N,C/V\,NOUN,
1182,que,que,que,4,que,103023,Sub,Sub,C/(e)\,PRON,
1183,l',le,le,9,l',103023,Det,Det,C/\,DET,
1184,espace,espace,,8,espace,103023,N,N,/V\.'C/V\.C/(e)\,NOUN,
1185,de,de,de,8,de,103023,Pre,Pre,C/(e)\,ADP,
1186,la,le,le,8,la,103023,Det,Det,C/V\,DET,
1187,vie,vie,,3,vie,103023,N,N,'C/V\./(e)\,NOUN,
1188,d',de,de,9,d',103023,Pre,Pre,C/\,ADP,
1189,un,un,un,8,un,103023,QIs,QIs,/V\,DET,
1190,homme,homme,,9,homme,103024,N,N,'/V\.C/(e)\,NOUN,
1191,ne,ne,ne,8,ne,103024,Neg,Neg$$,C/(e)\,ADV,
1192,pourroit,pouvoir,pouvoir2,9,pourroit,103024,Vfin,Vfin,C/V\.'C/V\,VERB,
1193,souffire,suffire,suffire,9,souffire,103024,Vinf,Vinf,C/V\.'C/V\.C/(e)\,VERB,
1194,a,à,à,8,a,103024,Pre,Pre,/V\,ADP,
1195,toutes,tous,tout,3,toutes,103024,QIs,QIs,'C/V\.C/e\,PRON,
1196,cerchier,chercher,,9,cerchier,103024,Vinf,Vinf,C/V\.'C/V\,VERB,
1197,les,le,le,8,les,103024,Det,Det,C/V\,DET,
1198,diverses,divers,divers,8,diverses,103024,QIs,QIs,C/V\.'C/V\.C/e\,ADJ,
1199,contrees,contrée,,9,contrees,103024,N,N,C/V\.'C/V\./e\,NOUN,
1200,qui,qui,qui,3,qui,103025,Qux,Qux,C/V\,PRON,
1201,en,en,en,8,en,103025,Pre,Pre,/V\,PRON,
1202,lui,lui,lui,8,lui,103025,Prn,Prn,C/V\,PRON,
1203,sont,être,être,8,sont,103025,Vfin,Vfin,C/V\,VERB,
1204,comprises,comprendre,comprendre,8,comprises,103025,Vpp,Vpp,C/V\.'C/V\.C/e\,VERB,
1205,.,.,,9,.,103025,Pnc,Pnc,,PUNCT,
1206,COMMENT,comment,comment,8,comment,104001,Qux,Qux,C/V\.'C/V\,ADV,
1207,ELLE,elle,elle,8,elle,104001,Prn,Prn$,'/V\.C/(e)\,PRON,
1208,SE,se,se,3,se,104001,Prn,Prn$$,C/(e)\,PRON,
1209,TRANSPORTA,transporter,,6,transporta,104001,Vfin,Vfin,C/V\.C/V\.'C/V\,VERB,
1210,DE,de,de,8,de,104001,Pre,Pre,C/(e)\,ADP,
1211,LIEU,lieu,,-10,lieu,104001,N,N,C/V\,NOUN,
1212,EN,en,en,8,en,104001,Pre,Pre,/V\,ADP,
1213,AUTRE,autre,autre,6,autre,104001,Adj,Adj,'/V\.C/(e)\,PRON,
1214,En,en,en,8,en,104002,Pre,Pre,/V\,ADP,
1215,cellui,cil,cil,2,cellui,104002,Dem,Dem,C/V\.'C/V\,DET,
1216,temps,temps,,9,temps,104002,N,N,C/V\,NOUN,
1217,",",",",,9,",",104002,Pnc,Pnc,,PUNCT,
1218,comme,comme,comme,9,comme,104002,Sub,Sub,'C/V\.C/(e)\,SCONJ,
1219,Renommee,renommée,,3,renommee,104002,N,N,C/V\.C/V\.'C/V\./(e)\,NOUN,
1220,atout,atout,atout,9,atout,104002,PrA,PrA,/V\.'C/V\,ADP,
1221,ses,son,son4,7,ses,104002,Det,Det,C/V\,DET,
1222,corps,corps,,3,corps,104002,N,N,C/V\,NOUN,
1223,et,et,et,8,et,104002,Crd,Crd,/V\,CCONJ,
1224,buisines,buisine,,9,buisines,104002,N,N,C/V\.'C/V\.C/e\,NOUN,
1225,eust,avoir,avoir,9,eust,104003,Vfin,Vfin,/(V)\.'/V\,VERB,
1226,corné,corner,,9,corné,104003,Vpp,Vpp,C/V\.'C/V\,VERB,
1227,et,et,et,8,et,104003,Crd,Crd,/V\,CCONJ,
1228,encore,encore,encore,9,encore,104003,Adv,Adv,/V\.'C/V\.C/(e)\,ADV,
1229,cornast,corner,,9,cornast,104003,Vfin,Vfin,C/V\.'C/V\,VERB,
1230,en,en,en,8,en,104003,Pre,Pre,/V\,ADP,
1231,la,le,le,8,la,104003,Det,Det,C/V\,DET,
1232,contree,contrée,,9,contree,104003,N,N,C/V\.'C/V\./(e)\,NOUN,
1233,ou,où,où,8,ou,104003,Qux,Qux,/V\,PRON,
1234,j',je,je,9,j',104003,Prn,Prn$,C/\,PRON,
1235,estoie,être,être,3,estoie,104003,Vfin,Vfin,/V\.'C/V\./(e)\,VERB,
1236,ce,ce,ce,9,ce,104003,Prn,Prn,C/(e)\,PRON,
1237,que,que,que,4,que,104003,Sub,Sub,C/(e)\,PRON,
1238,la,là,là,8,la,104003,Adv,Adv,C/V\,ADV,
1239,et,et,et,8,et,104003,Crd,Crd,/V\,CCONJ,
1240,par,par,par,8,par,104003,Pre,Pre,C/V\,ADP,
1241,toutes,tout,tout,5,toutes,104004,QIs,QIs,'C/V\.C/e\,DET,
1242,autres,autre,autre,9,autres,104004,Adj,Adj,'/V\.C/e\,ADJ,
1243,contrees,contrée,,9,contrees,104004,N,N,C/V\.'C/V\./e\,NOUN,
1244,avoit,avoir,avoir,9,avoit,104004,Vfin,Vfin,/V\.'C/V\,VERB,
1245,ja,jà,jà,9,ja,104004,Adv,Adv,C/V\,ADV,
1246,par,par,par,8,par,104004,Pre,Pre,C/V\,ADP,
1247,moult,moult,moult,8,moult,104004,QIs,QIs,C/V\,ADV,
1248,long,long,long,8,long,104004,Adj,Adj,C/V\,ADJ,
1249,temps,temps,,9,temps,104004,N,N,C/V\,NOUN,
1250,senefié,signifier,,9,senefié,104004,Vpp,Vpp,C/V\.C/e\.'C/V\,VERB,
1251,",",",",,9,",",104004,Pnc,Pnc,,PUNCT,
1252,de,de,de,8,de,104004,Pre,Pre,C/(e)\,ADP,
1253,rechief,rechef,,9,rechief,104005,N,N,C/V\.'C/V\,NOUN,
1254,a,à,à,8,a,104005,Pre,Pre,/V\,ADP,
