wd_id,line_id,linewd,word,lemma,lemma_gold,lemma_score,lex_id,textlineid,syntag,syntag2,syllabified,pos
845,136,6,toute,tout,tout,7,toute,160,QIs,QIs,'C/V\.C/(e)\,DET
846,136,7,joye,,joie,9,joye,160,N,N,'C/V\./(e)\,NOUN
847,136,8,.,,.,9,.,160,Pnc,Pnc,,PUNCT
848,137,1,en,en,en,8,en,161,Pre,Pre,/V\,ADP
849,137,2,efait,,effet,6,efait,161,N,N,/V\.'C/V\,NOUN
850,137,3,",",,",",9,",",161,Pnc,Pnc,,PUNCT
851,137,4,de,de,de,8,de,161,Pre,Pre,C/(e)\,ADP
852,137,5,guerre,,guerre,8,guerre,161,N,N,'C/V\.C/(e)\,NOUN
853,137,6,me,me,me,5,me,161,Prn,Prn$$,C/(e)\,PRON
854,137,7,resjoye,réjouir,réjouir,3,resjoye,161,Vfin,Vfin,C/V\.'C/V\./(e)\,VERB
855,137,8,",",,",",9,",",161,Pnc,Pnc,,PUNCT
856,138,1,et,et,et,8,et,162,Crd,Crd,/V\,CCONJ
857,138,2,est,être,être,3,est,162,Vfin,Vfin,/V\,VERB
858,138,3,mon,mon,mon,7,mon,162,Det,Det,C/V\,DET
859,138,4,singulier,,singulier,9,singulier,162,Adj,Adj,C/V\.C/V\.'C/V\,ADJ
860,138,5,deduyt,,déduit,8,deduyt,162,N,N,C/V\.'C/V\,NOUN
861,138,6,.,,.,9,.,162,Pnc,Pnc,,PUNCT
862,139,1,mareshal,,maréchal,-10,mareshal,163,N,N,C/V\.C/e\.'C/V\,NOUN
863,139,2,",",,",",9,",",163,Pnc,Pnc,,PUNCT
864,139,3,assez,assez,assez,8,assez,163,Adv,Adv,/V\.'C/V\,ADV
865,139,4,estez,être,être,3,estez,163,Vfin,Vfin,/V\.'C/V\,VERB
866,139,5,duyt,duire,duire,8,duyt,163,Vpp,Vpp,C/V\,VERB
867,140,1,pour,pour,pour,9,pour,164,Pre,Pre,C/V\,ADP
868,140,2,ordonnance,,ordonnance,9,ordonnance,164,N,N,/V\.C/V\.'C/V\.C/(e)\,NOUN
869,140,3,de,de,de,8,de,164,Pre,Pre,C/(e)\,ADP
870,140,4,gendarmes,,gendarme,9,gendarmes,164,N,N,C/V\.'C/V\.C/e\,NOUN
871,140,5,",",,",",9,",",164,Pnc,Pnc,,PUNCT
872,141,1,et,et,et,8,et,165,Crd,Crd,/V\,CCONJ
873,141,2,estez,être,être,3,estez,165,Vfin,Vfin,/V\.'C/V\,VERB
874,141,3,renommé,,renommer,8,renommé,165,Vpp,Vpp,C/V\.C/V\.'C/V\,VERB
875,141,4,en,en,en,8,en,165,Pre,Pre,/V\,ADP
876,141,5,armes,,arme,3,armes,165,N,N,'/V\.C/e\,NOUN
877,142,1,autant,autant,autant,9,autant,166,Adv,Adv,/V\.'C/V\,ADV
878,142,2,que,que,que,9,que,166,Sub,Sub,C/(e)\,SCONJ
879,142,3,nul,nul,nul,4,nul,166,QIs,QIs,C/V\,PRON
880,142,4,que,que,que,4,que,166,Sub,Sub,C/(e)\,SCONJ
881,142,5,de,de,de,8,de,166,Pre,Pre,C/(e)\,ADP
882,142,6,ce,cist,ce,9,ce,166,Dem,Dem,C/(e)\,DET
883,142,7,païs,,pays,9,païs,166,N,N,C/V\.'C/V\,NOUN
884,142,8,.,,.,9,.,166,Pnc,Pnc,,PUNCT
885,143,1,en,en,en,8,en,167,Pre,Pre,/V\,ADP
886,143,2,guerre,,guerre,8,guerre,167,N,N,'C/V\.C/(e)\,NOUN
887,143,3,point,point2,point,8,point,167,Neg,Neg,C/V\,ADV
888,143,4,ne,ne,ne,8,ne,167,Neg,Neg$$,C/(e)\,ADV
889,143,5,m',me,me,5,m',167,Prn,Prn$$,C/\,PRON
890,143,6,esbahys,,ébahir,9,esbahys,167,Vfin,Vfin,/V\.C/V\.'C/V\,VERB
891,143,7,;,,;,9,;,167,Pnc,Pnc,,PUNCT
892,144,1,ce,ce,ce,9,ce,168,Prn,Prn,C/(e)\,PRON
893,144,2,m',me,me,5,m',168,Prn,Prn$$,C/\,PRON
894,144,3,est,être,être,3,est,168,Vfin,Vfin,/V\,VERB
895,144,4,ung,un,un,9,ung,168,QIs,QIs,/V\,DET
896,144,5,singulier,,singulier,9,singulier,168,Adj,Adj,C/V\.C/V\.'C/V\,ADJ
897,144,6,plaisir,,plaisir,8,plaisir,168,N,N,C/V\.'C/V\,NOUN
898,144,7,.,,.,9,.,168,Pnc,Pnc,,PUNCT
899,145,1,nul,nul,nul,4,nul,169,QIs,QIs,C/V\,PRON
900,145,2,ne,ne,ne,8,ne,169,Neg,Neg$$,C/(e)\,ADV
901,145,3,nous,nous,nous,8,nous,169,Prn,Prn$$,C/V\,PRON
902,145,4,fera,faire,faire,3,fera,169,Vfin,Vfin,C/V\.'C/V\,VERB
903,145,5,desplaisir,,déplaisir,2,desplaisir,169,N,N,C/V\.C/V\.'C/V\,NOUN
904,146,1,en,en,en,8,en,170,Pre,Pre,/V\,ADP
905,146,2,quelque,quelque,quelque,9,quelque,170,QIs,QIs,'C/V\.C/(e)\,DET
906,146,3,lieu,,lieu,3,lieu,170,N,N,C/V\,NOUN
907,146,4,ou,où,où,8,ou,170,Qux,Qux,/V\,PRON
908,146,5,j',je,je,9,j',170,Prn,Prn$,C/\,PRON
909,146,6,auray,avoir,avoir,9,auray,170,Vfin,Vfin,/V\.'C/V\,VERB
910,146,7,charge,,charge,8,charge,170,N,N,'C/V\.C/(e)\,NOUN
911,146,8,.,,.,9,.,170,Pnc,Pnc,,PUNCT
912,147,1,de,de,de,8,de,171,Pre,Pre,C/(e)\,ADP
913,147,2,par,par,par,8,par,171,Pre,Pre,C/V\,ADP
914,147,3,le,le,le,8,le,171,Det,Det,C/(e)\,DET
915,147,4,roy,,roi,9,roy,171,N,N,C/V\,NOUN
916,147,5,je,je,je,9,je,171,Prn,Prn$,C/(e)\,PRON
917,147,6,vous,vous,vous,8,vous,171,Prn,Prn$$,C/V\,PRON
918,147,7,en,en2,en,8,en,171,Prn,Prn$$,/V\,PRON
919,147,8,charge,,charger,8,charge,171,Vfin,Vfin,'C/V\.C/(e)\,VERB
920,147,9,.,,.,9,.,171,Pnc,Pnc,,PUNCT
921,148,1,que,que,que,9,que,172,Sub,Sub,C/(e)\,SCONJ
922,148,2,vous,vous,vous,8,vous,172,Prn,Prn,C/V\,PRON
923,148,3,et,et,et,8,et,172,Crd,Crd,/V\,CCONJ
924,148,4,voz,votre,votre,7,voz,172,Det,Det,C/V\,DET
925,148,5,gens,,gens,3,gens,172,N,N,C/V\,NOUN
926,148,6,tout,tout,tout,7,tout,172,QIs,QIs,C/V\,DET
927,148,7,en,en,en,8,en,172,Pre,Pre,/V\,ADP
928,148,8,point,,point,8,point,172,N,N,C/V\,NOUN
929,149,1,soyez,être,être,9,soyez,173,Vfin,Vfin,C/V\.'C/V\,VERB
930,149,2,de,de,de,8,de,173,Pre,Pre,C/(e)\,ADP
931,149,3,bref,,bref,9,bref,173,Adj,Adj,C/V\,NOUN
932,149,4,!,,!,9,!,173,Pnc,Pnc,,PUNCT
933,150,1,de,de,de,8,de,174,Pre,Pre,C/(e)\,ADP
934,150,2,moy,moi,moi,8,moy,174,Prn,Prn,C/V\,PRON
935,150,3,;,,;,9,;,174,Pnc,Pnc,,PUNCT
936,150,4,n',ne,ne,8,n',174,Neg,Neg$$,C/\,ADV
937,150,5,ayez,avoir,avoir,8,ayez,174,Vfin,Vfin,/V\.'C/V\,VERB
938,150,6,soucy,,souci,8,soucy,174,N,N,C/V\.'C/V\,NOUN
939,150,7,ne,ne2,ne,8,ne,174,Crd,Crd,C/(e)\,CCONJ
940,150,8,peine,,peine,8,peine,174,N,N,'C/V\.C/(e)\,NOUN
941,150,9,.,,.,9,.,174,Pnc,Pnc,,PUNCT
942,151,1,pareillement,,pareillement,9,pareillement,175,Adv,Adv,C/V\.C/V\.C/e\.'C/V\,ADV
943,151,2,",",,",",9,",",175,Pnc,Pnc,,PUNCT
944,151,3,vous,vous,vous,8,vous,175,Prn,Prn,C/V\,PRON
945,151,4,",",,",",9,",",175,Pnc,Pnc,,PUNCT
946,151,5,cappitaine,,capitaine,9,cappitaine,175,N,N,C/V\.C/V\.'C/V\.C/(e)\,NOUN
947,152,1,des,de.le,de.le,8,des,176,Pre+Det,Pre+Det,C/V\,ADP.DET
948,152,2,archez,,arche,6,archez,176,N,N,'/V\.C/e\,NOUN
949,152,3,",",,",",9,",",176,Pnc,Pnc,,PUNCT
950,152,4,que,que,que,9,que,176,Sub,Sub,C/(e)\,SCONJ
951,152,5,voz,votre,votre,7,voz,176,Det,Det,C/V\,DET
952,152,6,gens,,gens,3,gens,176,N,N,C/V\,NOUN
953,152,7,soient,être,être,3,soient,176,Vfin,Vfin,'C/V\./e\,VERB
954,152,8,pres,près,près,8,pres,176,PrA,PrA,C/V\,ADV
955,152,9,",",,",",9,",",176,Pnc,Pnc,,PUNCT
956,153,1,car,car,car,8,car,177,Crd,Crd,C/V\,CCONJ
957,153,2,le,le,le,8,le,177,Det,Det,C/(e)\,DET
958,153,3,roy,,roi,9,roy,177,N,N,C/V\,NOUN
959,153,4,veult,vouloir,vouloir,9,veult,177,Vfin,Vfin,C/V\,VERB
960,153,5,par,par,par,8,par,177,Pre,Pre,C/V\,ADP
961,153,6,mos,,mot,3,mos,177,N,N,C/V\,NOUN
962,153,7,exprés,exprès,exprès,4,exprés,177,Adv,Adv,/V\.'C/V\,ADV
963,154,1,qu',que,que,9,qu',178,Sub,Sub,C/\,SCONJ
964,154,2,on,on,on,8,on,178,Prn,Prn$,/V\,PRON
965,154,3,parte,partir,partir,8,parte,178,Vfin,Vfin,'C/V\.C/(e)\,VERB
966,154,4,sans,sans,sans,8,sans,178,Pre,Pre,C/V\,ADP
967,154,5,heure,,heure,3,heure,178,N,N,'/V\.C/(e)\,NOUN
968,154,6,ne,ne2,ne,8,ne,178,Crd,Crd,C/(e)\,CCONJ
969,154,7,terme,,terme,9,terme,178,N,N,'C/V\.C/(e)\,NOUN
970,154,8,.,,.,9,.,178,Pnc,Pnc,,PUNCT
971,155,1,j',je,je,9,j',179,Prn,Prn$,C/\,PRON
972,155,2,ay,avoir,avoir,8,ay,179,Vfin,Vfin,/V\,VERB
973,155,3,tousjours,toujours,toujours,9,tousjours,179,Adv,Adv,C/V\.'C/V\,ADV
974,155,4,tenu,tenir,tenir,8,tenu,179,Vpp,Vpp,C/V\.'C/V\,VERB
975,155,5,le,le,le,8,le,179,Det,Det,C/(e)\,DET
976,155,6,pié,,pied,8,pié,179,N,N,C/V\,NOUN
977,155,7,ferme,,ferme,8,ferme,179,Adj,Adj,'C/V\.C/(e)\,ADJ
978,155,8,.,,.,9,.,179,Pnc,Pnc,,PUNCT
979,156,1,onquez,onques,onques,9,onquez,180,Adv,Adv,'/V\.C/e\,ADV
980,156,2,ne,ne,ne,8,ne,180,Neg,Neg$$,C/(e)\,ADV
981,156,3,fus,être,être,3,fus,180,Vfin,Vfin,C/V\,VERB
982,156,4,repris,reprendre,reprendre,9,repris,180,Vpp,Vpp,C/V\.'C/V\,VERB
983,156,5,de,de,de,8,de,180,Pre,Pre,C/(e)\,ADP
984,156,6,vice,,vice,9,vice,180,N,N,'C/V\.C/(e)\,NOUN
985,156,7,",",,",",9,",",180,Pnc,Pnc,,PUNCT
986,157,1,car,car,car,8,car,181,Crd,Crd,C/V\,CCONJ
987,157,2,loyal,,loyal,9,loyal,181,Adj,Adj,C/V\.'C/V\,ADJ
988,157,3,suis,être,être,3,suis,181,Vfin,Vfin,C/V\,VERB
989,157,4,en,en,en,8,en,181,Pre,Pre,/V\,ADP
990,157,5,mon,mon,mon,7,mon,181,Det,Det,C/V\,DET
991,157,6,service,,service,9,service,181,N,N,C/V\.'C/V\.C/(e)\,NOUN
992,157,7,;,,;,9,;,181,Pnc,Pnc,,PUNCT
993,158,1,de,de,de,8,de,182,Pre,Pre,C/(e)\,ADP
994,158,2,moy,moi,moi,8,moy,182,Prn,Prn,C/V\,PRON
995,158,3,ne,ne,ne,8,ne,182,Neg,Neg$$,C/(e)\,ADV
996,158,4,faictez,faire,faire,9,faictez,182,Vfin,Vfin,C/V\.'C/V\,VERB
997,158,5,nulle,nul,nul,7,nulle,182,QIs,QIs,'C/V\.C/(e)\,DET
998,158,6,doubte,,doute,8,doubte,182,N,N,'C/V\.C/(e)\,NOUN
999,158,7,.,,.,9,.,182,Pnc,Pnc,,PUNCT
1000,159,1,je,je,je,9,je,183,Prn,Prn$,C/(e)\,PRON
1001,159,2,m',me,me,5,m',183,Prn,Prn$$,C/\,PRON
1002,159,3,esbahis,,ébahir,9,esbahis,183,Vfin,Vfin,/V\.C/V\.'C/V\,VERB
1003,159,4,qu',que,que,9,qu',183,Sub,Sub,C/\,SCONJ
1004,159,5,on,on,on,8,on,183,Prn,Prn$,/V\,PRON
1005,159,6,ne,ne,ne,8,ne,183,Neg,Neg$$,C/(e)\,ADV
1006,159,7,redoubte,,redouter,9,redoubte,183,Vfin,Vfin,C/V\.'C/V\.C/(e)\,VERB
1007,160,1,a,à,à,8,a,184,Pre,Pre,/V\,ADP
1008,160,2,offencer,,offenser,9,offencer,184,Vinf,Vinf,/V\.C/V\.'C/V\,VERB
1009,160,3,telle,tel,tel,7,telle,184,Adj,Adj,'C/V\.C/(e)\,DET
1010,160,4,puissance,,puissance,9,puissance,184,N,N,C/V\.'C/V\.C/(e)\,NOUN
1011,160,5,.,,.,9,.,184,Pnc,Pnc,,PUNCT
1012,161,1,idios,,idiot,-10,idios,185,Adj,Adj,/V\.C/V\.'C/V\,ADJ
1013,161,2,et,et,et,8,et,185,Crd,Crd,/V\,CCONJ
1014,161,3,sans,sans,sans,8,sans,185,Pre,Pre,C/V\,ADP
1015,161,4,congnoissance,,connaissance,9,congnoissance,185,N,N,C/V\.C/V\.'C/V\.C/(e)\,NOUN
1016,162,1,sont,être,être,8,sont,186,Vfin,Vfin,C/V\,VERB
1017,162,2,tellez,tel,tel,5,tellez,186,Adj,Adj,'C/V\.C/e\,DET
1018,162,3,rebelles,,rebelle,8,rebelles,186,Adj,Adj,C/V\.'C/V\.C/e\,NOUN
1019,162,4,.,,.,9,.,186,Pnc,Pnc,,PUNCT
1020,162,5,|,,|,-10,|,186,Pnc,Pnc,,PUNCT
1021,162,6,tost,tôt,tôt,8,tost,186,Adv,Adv,C/V\,ADV
1022,162,7,en,en,en,8,en,186,Pre,Pre,/V\,ADP
1023,162,8,place,,place,8,place,186,N,N,'C/V\.C/(e)\,NOUN
1024,162,9,",",,",",9,",",186,Pnc,Pnc,,PUNCT
1025,163,1,gallans,,galant,9,gallans,187,Adj,Adj,C/V\.'C/V\,NOUN
1026,163,2,!,,!,9,!,187,Pnc,Pnc,,PUNCT
1027,163,3,il,il,il,9,il,187,Prn,Prn$,/V\,PRON
1028,163,4,est,être,être,3,est,187,Vfin,Vfin,/V\,VERB
1029,163,5,temps,,temps,9,temps,187,N,N,C/V\,NOUN
1030,163,6,qu',que,que,9,qu',187,Sub,Sub,C/\,SCONJ
1031,163,7,on,on,on,8,on,187,Prn,Prn$,/V\,PRON
1032,163,8,desplace,,déplacer,6,desplace,187,Vfin,Vfin,C/V\.'C/V\.C/(e)\,VERB
1033,164,1,pour,pour,pour,9,pour,188,Pre,Pre,C/V\,ADP
1034,164,2,aller,aller,aller,9,aller,188,Vinf,Vinf,/V\.'C/V\,VERB
1035,164,3,a,à,à,8,a,188,Pre,Pre,/V\,ADP
1036,164,4,la,le,le,8,la,188,Det,Det,C/V\,DET
1037,164,5,pillerie,,pillerie,6,pillerie,188,N,N,C/V\.C/e\.'C/V\./(e)\,NOUN
1038,164,6,.,,.,9,.,188,Pnc,Pnc,,PUNCT
1039,165,1,vous,vous,vous,8,vous,189,Prn,Prn,C/V\,PRON
1040,165,2,",",,",",9,",",189,Pnc,Pnc,,PUNCT
1041,165,3,maistre,,maître,8,maistre,189,N,N,'C/V\.C/(e)\,NOUN
1042,165,4,de,de,de,8,de,189,Pre,Pre,C/(e)\,ADP
1043,165,5,l',le,le,9,l',189,Det,Det,C/\,DET
1044,165,6,artillerie,,artillerie,9,artillerie,189,N,N,/V\.C/V\.C/e\.'C/V\./(e)\,NOUN
1045,165,7,",",,",",9,",",189,Pnc,Pnc,,PUNCT
1046,166,1,tous,tout,tout,8,tous,190,QIs,QIs,C/V\,DET
1047,166,2,les,le,le,8,les,190,Det,Det,C/V\,DET
1048,166,3,bastons,,bâton,8,bastons,190,N,N,C/V\.'C/V\,NOUN
1049,166,4,hors,hors,hors,8,hors,190,PrA,PrA,C/V\,ADV
1050,166,5,mettre,mettre,mettre,8,mettre,190,Vinf,Vinf,'C/V\.C/(e)\,VERB
1051,166,6,fault,faillir,falloir,3,fault,190,Vfin,Vfin,C/V\,VERB
1052,166,7,",",,",",9,",",190,Pnc,Pnc,,PUNCT
1053,167,1,et,et,et,8,et,191,Crd,Crd,/V\,CCONJ
1054,167,2,gardez,garder,garder,8,gardez,191,Vfin,Vfin,C/V\.'C/V\,VERB
1055,167,3,qu',que,que,9,qu',191,Sub,Sub,C/\,SCONJ
1056,167,4,i,il,il,3,i,191,Prn,Prn$,/V\,PRON
1057,167,5,n',ne,ne,8,n',191,Neg,Neg$$,C/\,ADV
1058,167,6,y,y2,y,3,y,191,Prn,Prn$$,/V\,PRON
1059,167,7,ait,avoir,avoir,3,ait,191,Vfin,Vfin,/V\,VERB
1060,167,8,deffault,,défaut,8,deffault,191,N,N,C/V\.'C/V\,NOUN
1061,167,9,!,,!,9,!,191,Pnc,Pnc,,PUNCT
1062,168,1,entendez,entendre,entendre,9,entendez,192,Vfin,Vfin,/V\.C/V\.'C/V\,VERB
1063,168,2,vous,vous,vous,8,vous,192,Prn,Prn%,C/V\,PRON
1064,168,3,?,,?,9,?,192,Pnc,Pnc,,PUNCT
1065,168,4,|,,|,-10,|,192,Pnc,Pnc,,PUNCT
1066,168,5,bien,bien,bien,9,bien,192,Adv,Adv,C/V\,ADV
1067,168,6,",",,",",9,",",192,Pnc,Pnc,,PUNCT
1068,168,7,monseigneur,,monseigneur,9,monseigneur,192,N,N,C/V\.C/V\.'C/V\,NOUN
1069,168,8,.,,.,9,.,192,Pnc,Pnc,,PUNCT
1070,169,1,diligemment,,diligemment,9,diligemment,193,Adv,Adv,C/V\.C/V\.C/e\.'C/V\,ADV
1071,169,2,!,,!,9,!,193,Pnc,Pnc,,PUNCT
1072,169,3,|,,|,-10,|,193,Pnc,Pnc,,PUNCT
1073,169,4,mon,mon,mon,7,mon,193,Det,Det,C/V\,DET
1074,169,5,deshonneur,,déshonneur,9,deshonneur,193,N,N,C/V\.C/V\.'C/V\,NOUN
1075,169,6,",",,",",9,",",193,Pnc,Pnc,,PUNCT
1076,170,1,je,je,je,9,je,194,Prn,Prn$,C/(e)\,PRON
1077,170,2,crains,craindre,craindre,8,crains,194,Vfin,Vfin,C/V\,VERB
1078,170,3,",",,",",9,",",194,Pnc,Pnc,,PUNCT
1079,170,4,certes,certes,certes,8,certes,194,Adv,Adv,'C/V\.C/e\,ADV
1080,170,5,",",,",",9,",",194,Pnc,Pnc,,PUNCT
1081,170,6,sur,sur,sur,8,sur,194,PrA,PrA,C/V\,ADP
1082,170,7,toutes,tout,tout,5,toutes,194,QIs,QIs,'C/V\.C/e\,DET
1083,170,8,rien,rien,rien,4,rien,194,N,N,C/V\,NOUN
1084,170,9,.,,.,9,.,194,Pnc,Pnc,,PUNCT
1085,171,1,le,le,le,8,le,195,Det,Det,C/(e)\,DET
1086,171,2,devoir,devoir,devoir,8,devoir,195,N,N,C/V\.'C/V\,NOUN
1087,171,3,je,je,je,9,je,195,Prn,Prn$,C/(e)\,PRON
1088,171,4,feray,faire,faire,3,feray,195,Vfin,Vfin,C/V\.'C/V\,VERB
1089,171,5,si,si4,si,8,si,195,Adv,Adv,C/V\,ADV
1090,171,6,bien,bien,bien,9,bien,195,Adv,Adv,C/V\,ADV
1091,172,1,qu',que,que,9,qu',196,Sub,Sub,C/\,SCONJ
1092,172,2,il,il,il,9,il,196,Prn,Prn$,/V\,PRON
1093,172,3,n',ne,ne,8,n',196,Neg,Neg$$,C/\,ADV
1094,172,4,y,y2,y,3,y,196,Prn,Prn$$,/V\,PRON
1095,172,5,aura,avoir,avoir,9,aura,196,Vfin,Vfin,/V\.'C/V\,VERB
1096,172,6,cause,,cause,3,cause,196,N,N,'C/V\.C/(e)\,NOUN
1097,172,7,de,de,de,8,de,196,Pre,Pre,C/(e)\,ADP
1098,172,8,plainte,,plainte,8,plainte,196,N,N,'C/V\.C/(e)\,NOUN
1099,172,9,.,,.,9,.,196,Pnc,Pnc,,PUNCT
1100,173,1,s',si4,si,8,s',197,Adv,Adv,C/\,ADV
1101,173,2,i,y2,y,3,i,197,Prn,Prn$$,/V\,PRON
1102,173,3,survient,survenir,survenir,9,survient,197,Vfin,Vfin,C/V\.'C/V\,VERB
1103,173,4,aucune,aucun,aucun,4,aucune,197,QIs,QIs,/V\.'C/V\.C/(e)\,DET
1104,173,5,complainte,,complainte,8,complainte,197,N,N,C/V\.'C/V\.C/(e)\,NOUN
1105,174,1,que,que,que,9,que,198,Sub,Sub,C/(e)\,SCONJ
1106,174,2,ne,ne,ne,8,ne,198,Neg,Neg$$,C/(e)\,ADV
1107,174,3,soiez,être,être,3,soiez,198,Vfin,Vfin,C/V\.'C/V\,VERB
1108,174,4,a,à,à,8,a,198,Pre,Pre,/V\,ADP
1109,174,5,heure,,heure,3,heure,198,N,N,'/V\.C/(e)\,NOUN
1110,174,6,pres,près,près,8,pres,198,PrA,PrA,C/V\,ADV
1111,174,7,",",,",",9,",",198,Pnc,Pnc,,PUNCT
1112,175,1,on,on,on,8,on,199,Prn,Prn$,/V\,PRON
1113,175,2,vous,vous,vous,8,vous,199,Prn,Prn$$,C/V\,PRON
1114,175,3,servira,servir,servir,9,servira,199,Vfin,Vfin,C/V\.C/V\.'C/V\,VERB
1115,175,4,de,de,de,8,de,199,Pre,Pre,C/(e)\,ADP
1116,175,5,si,si4,si,8,si,199,Adv,Adv,C/V\,ADV
1117,175,6,pres,près,près,8,pres,199,PrA,PrA,C/V\,ADV
1118,176,1,que,que,que,9,que,200,Sub,Sub,C/(e)\,SCONJ
1119,176,2,de,de,de,8,de,200,Pre,Pre,C/(e)\,ADP
1120,176,3,sejourner,,séjourner,9,sejourner,200,Vinf,Vinf,C/V\.C/V\.'C/V\,VERB
1121,176,4,n',ne,ne,8,n',200,Neg,Neg$$,C/\,ADV
1122,176,5,aurez,avoir,avoir,3,aurez,200,Vfin,Vfin,/V\.'C/V\,VERB
1123,176,6,cause,,cause,3,cause,200,N,N,'C/V\.C/(e)\,NOUN
1124,176,7,.,,.,9,.,200,Pnc,Pnc,,PUNCT
1125,177,1,negligence,,négligence,9,negligence,201,N,N,C/V\.C/V\.'C/V\.C/(e)\,NOUN
1126,177,2,bien,bien,bien,9,bien,201,Adv,Adv,C/V\,ADV
1127,177,3,souvent,souvent,souvent,9,souvent,201,Adv,Adv,C/V\.'C/V\,ADV
1128,177,4,cause,,causer,0,cause,201,Vfin,Vfin,'C/V\.C/(e)\,VERB
1129,178,1,soudainement,,soudainement,9,soudainement,202,Adv,Adv,C/V\.C/V\.C/e\.'C/V\,ADV
1130,178,2,ung,un,un,9,ung,202,QIs,QIs,/V\,DET
1131,178,3,grant,grand,grand,9,grant,202,Adj,Adj,C/V\,ADJ
1132,178,4,meschef,,méchef,9,meschef,202,N,N,C/V\.'C/V\,NOUN
1133,178,5,;,,;,9,;,202,Pnc,Pnc,,PUNCT
1134,179,1,qui,qui,qui,3,qui,203,Qux,Qux,C/V\,PRON
1135,179,2,ne,ne,ne,8,ne,203,Neg,Neg$$,C/(e)\,ADV
1136,179,3,craint,craindre,craindre,9,craint,203,Vfin,Vfin,C/V\,VERB
1137,179,4,d',de,de,9,d',203,Pre,Pre,C/\,ADP
1138,179,5,offencer,,offenser,9,offencer,203,Vinf,Vinf,/V\.C/V\.'C/V\,VERB
1139,179,6,son,son4,son,7,son,203,Det,Det,C/V\,DET
1140,179,7,chief,,chef,9,chief,203,N,N,C/V\,NOUN
1141,179,8,",",,",",9,",",203,Pnc,Pnc,,PUNCT
1142,180,1,pour,pour,pour,9,pour,204,Pre,Pre,C/V\,ADP
1143,180,2,dire,dire,dire,3,dire,204,Vinf,Vinf,'C/V\.C/(e)\,VERB
1144,180,3,le,le,le,8,le,204,Det,Det,C/(e)\,DET
1145,180,4,vray,vrai,vrai,9,vray,204,Adj,Adj,C/V\,ADJ
1146,180,5,",",,",",9,",",204,Pnc,Pnc,,PUNCT
1147,180,6,n',ne,ne,8,n',204,Neg,Neg$$,C/\,ADV
1148,180,7,est,être,être,3,est,204,Vfin,Vfin,/V\,VERB
1149,180,8,pas,pas,pas,8,pas,204,Neg,Neg,C/V\,ADV
1150,180,9,saige,sage,sage,8,saige,204,Adj,Adj,'C/V\.C/(e)\,ADJ
1151,180,10,.,,.,9,.,204,Pnc,Pnc,,PUNCT
1152,181,1,sus,sus,sus,8,sus,205,PrA,PrA,C/V\,ADV
1153,181,2,",",,",",9,",",205,Pnc,Pnc,,PUNCT
1154,181,3,gallans,,galant,2,gallans,205,Adj,Adj,C/V\.'C/V\,ADJ
1155,181,4,",",,",",9,",",205,Pnc,Pnc,,PUNCT
1156,181,5,touchant,,toucher,8,touchant,205,Vprs,Vprs,C/V\.'C/V\,VERB
1157,181,6,ce,cist,ce,9,ce,205,Dem,Dem,C/(e)\,DET
1158,181,7,passaige,,passage,9,passaige,205,N,N,C/V\.'C/V\.C/(e)\,NOUN
1159,181,8,",",,",",9,",",205,Pnc,Pnc,,PUNCT
1160,182,1,il,il,il,9,il,206,Prn,Prn$,/V\,PRON
1161,182,2,est,être,être,3,est,206,Vfin,Vfin,/V\,VERB
1162,182,3,heure,,heure,3,heure,206,N,N,'/V\.C/(e)\,NOUN
1163,182,4,de,de,de,8,de,206,Pre,Pre,C/(e)\,ADP
1164,182,5,ce,ce,ce,9,ce,206,Prn,Prn,C/(e)\,PRON
1165,182,6,monstrer,montrer,montrer,9,monstrer,206,Vinf,Vinf,C/V\.'C/V\,VERB
1166,182,7,.,,.,9,.,206,Pnc,Pnc,,PUNCT
1167,183,1,il,il,il,9,il,207,Prn,Prn$,/V\,PRON
1168,183,2,seroit,être,être,3,seroit,207,Vfin,Vfin,C/V\.'C/V\,VERB
1169,183,3,bon,bon,bon,9,bon,207,Adj,Adj,C/V\,ADJ
1170,183,4,de,de,de,8,de,207,Pre,Pre,C/(e)\,ADP
1171,183,5,remonstrer,remontrer,remontrer,9,remonstrer,207,Vinf,Vinf,C/V\.C/V\.'C/V\,VERB
1172,183,6,",",,",",9,",",207,Pnc,Pnc,,PUNCT
1173,184,1,veu,voir,voir,3,veu,208,Vpp,Vpp,C/V\,VERB
1174,184,2,la,le,le,8,la,208,Det,Det,C/V\,DET
1175,184,3,suite,,suite,9,suite,208,N,N,'C/V\.C/(e)\,NOUN
1176,184,4,que,que,que,4,que,208,Qux,Qux,C/(e)\,PRON
1177,184,5,nous,nous,nous,8,nous,208,Prn,Prn$,C/V\,PRON
1178,184,6,aurons,avoir,avoir,9,aurons,208,Vfin,Vfin,/V\.'C/V\,VERB
1179,185,1,de,de,de,8,de,209,Pre,Pre,C/(e)\,ADP
1180,185,2,gens,,gent,3,gens,209,N,N,C/V\,NOUN
1181,185,3,",",,",",9,",",209,Pnc,Pnc,,PUNCT
1182,185,4,qu',que,que,9,qu',209,Sub,Sub,C/\,SCONJ
1183,185,5,en,en,en,8,en,209,Pre,Pre,/V\,ADP
1184,185,6,dangier,,danger,9,dangier,209,N,N,C/V\.C/<V>\.'/V\,NOUN
