wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,versetype,subtype,syllabified
372,60,4,sui,sui,3411,Vfin,Vfin,être,7s,---,C/V\
373,60,5,espris,espris,3411,Vpp,Vpp,éprendre,7s,---,/V\.'C/V\
374,61,1,ki,ki,3412,Qux,Qux,qui,7s,---,C/V\
375,61,2,ains,ains,3412,Adv,Adv,ains,7s,---,/V\
376,61,3,fust,fust,3412,Vfin,Vfin,être,7s,---,C/V\
377,61,4,veüe,veüe,3412,Vpp,Vpp,voir,7s,---,C/(V)\.'/V\./(e)\
378,61,5,d',d',3412,Pre,Pre,de,7s,---,C/\
379,61,6,ius,ius,3412,N,N,oeil,7s,---,/V\
380,61,7,.,.,3412,Pnc,Pnc,.,7s,---,
381,62,1,ne,ne,3413,Neg,Neg,ne,7s,---,C/(e)\
382,62,2,m',m',3413,Prn,Prn$$,me,7s,---,C/\
383,62,3,i,i,3413,Prn,Prn$$,y2,7s,---,/V\
384,62,4,sont,sont,3413,Vfin,Vfin,être,7s,---,C/V\
385,62,5,mie,mie,3413,Neg,Neg,mie3,7s,---,'C/V\./(e)\
386,62,6,contraire,contraire,3413,Adj,Adj,contraire,7s,---,C/V\.'C/V\.C/(e)\
387,63,1,mi,mi,3414,Prn,Prn,moi,7s,---,C/V\
388,63,2,penser,penser,3414,Vinf,Vinf,penser,7s,---,C/V\.'C/V\
389,63,3,quant,quant,3414,Sub,Sub,quand,7s,---,C/V\
390,63,4,son,son,3414,Det,Det,son4,7s,---,C/V\
391,63,5,viaire,viaire,3414,N,N,viaire,7s,---,C/V\.'C/V\.C/(e)\
392,64,1,remir,remir,3415,Vfin,Vfin,remirer,7s,---,C/V\.'C/V\
393,64,2,",",",",3415,Pnc,Pnc,",",7s,---,
394,64,3,car,car,3415,Crd,Crd,car,7s,---,C/V\
395,64,4,teus,teus,3415,Adj,Adj,tel,7s,---,C/V\
396,64,5,maus,maus,3415,N,N,mal,7s,---,C/V\
397,64,6,me,me,3415,Prn,Prn$$,me,7s,---,C/(e)\
398,64,7,tient,tient,3415,Vfin,Vfin,tenir,7s,---,C/V\
399,65,1,ki,ki,3416,Qux,Qux,qui,7s,---,C/V\
400,65,2,en,en,3416,Pre,Pre,en,7s,---,/V\
401,65,3,goie,goie,3416,N,N,joie,7s,---,'C/V\./(e)\
402,65,4,me,me,3416,Prn,Prn$$,me,7s,---,C/(e)\
403,65,5,sostient,sostient,3416,Vfin,Vfin,soutenir,7s,---,C/V\.'C/V\
404,65,6,.,.,3416,Pnc,Pnc,.,7s,---,
405,66,1,car,car,3417,Crd,Crd,car,7s,---,C/V\
406,66,2,si,si,3417,Adv,Adv,si4,7s,---,C/V\
407,66,3,vair,vair,3417,Adj,Adj,vair,7s,---,C/V\
408,66,4,oel,oel,3417,N,N,oeil,7s,---,/V\
409,66,5,de,de,3417,Pre,Pre,de,7s,---,C/(e)\
410,66,6,dous,dous,3417,Adj,Adj,doux,7s,---,C/V\
411,66,7,ris,ris,3417,N,N,ris,7s,---,C/V\
412,67,1,et,et,3418,Crd,Crd,et,7s,---,/V\
413,67,2,ses,ses,3418,Det,Det,son4,7s,---,C/V\
414,67,3,gens,gens,3418,Adj,Adj,gent2,7s,---,C/V\
415,67,4,cors,cors,3418,N,N,corps,7s,---,C/V\
416,67,5,signouriux,signouriux,3418,Adj,Adj,seigneurieux,7s,---,C/V\.C/V\.'C/V\
417,68,1,et,et,3419,Crd,Crd,et,7s,---,/V\
418,68,2,ses,ses,3419,Det,Det,son4,7s,---,C/V\
419,68,3,dous,dous,3419,Adj,Adj,doux,7s,---,C/V\
420,68,4,cuers,cuers,3419,N,N,coeur,7s,---,C/V\
421,68,5,bien,bien,3419,Adv,Adv,bien,7s,---,C/V\
422,68,6,apris,apris,3419,Vpp,Vpp,apprendre,7s,---,/V\.'C/V\
423,68,7,",",",",3419,Pnc,Pnc,",",7s,---,
424,69,1,ki,ki,3420,Qux,Qux,qui,7s,---,C/V\
425,69,2,de,de,3420,Pre,Pre,de,7s,---,C/(e)\
426,69,3,nature,nature,3420,N,N,nature,7s,---,C/V\.'C/V\.C/(e)\
427,69,4,est,est,3420,Vfin,Vfin,être,7s,---,/V\
428,69,5,gentius,gentius,3420,Adj,Adj,gentil,7s,---,C/V\.'C/V\
429,69,6,",",",",3420,Pnc,Pnc,",",7s,---,
430,70,1,dounent,dounent,3421,Vfin,Vfin,donner,7s,---,'C/V\.C/e\
431,70,2,cuer,cuer,3421,N,N,coeur,7s,---,C/V\
432,70,3,et,et,3421,Crd,Crd,et,7s,---,/V\
433,70,4,essamplaire,essamplaire,3421,N,N,exemplaire,7s,---,/V\.C/V\.'C/V\.C/(e)\
434,71,1,de,de,3422,Pre,Pre,de,7s,---,C/(e)\
435,71,2,toute,toute,3422,QIs,QIs,tout,7s,---,'C/V\.C/(e)\
436,71,3,honour,honour,3422,N,N,honneur,7s,---,/V\.'C/V\
437,71,4,dire,dire,3422,Vinf,Vinf,dire,7s,---,'C/V\.C/(e)\
438,71,5,et,et,3422,Crd,Crd,et,7s,---,/V\
439,71,6,faire,faire,3422,Vinf,Vinf,faire,7s,---,'C/V\.C/(e)\
440,71,7,;,;,3422,Pnc,Pnc,;,7s,---,
441,72,1,n',n',3423,Crd,Crd,ne2,7s,---,C/\
442,72,2,il,il,3423,Prn,Prn$,il,7s,---,/V\
443,72,3,n',n',3423,Neg,Neg,ne,7s,---,C/\
444,72,4,aime,aime,3423,Vfin,Vfin,aimer,7s,---,'/V\.C/(e)\
445,72,5,point,point,3423,Neg,Neg,point2,7s,---,C/V\
446,72,6,",",",",3423,Pnc,Pnc,",",7s,---,
447,72,7,ki,ki,3423,Qux,Qux,qui,7s,---,C/V\
448,72,8,ne,ne,3423,Neg,Neg,ne,7s,---,C/(e)\
449,72,9,crient,crient,3423,Vfin,Vfin,craindre,7s,---,C/V\
450,73,1,et,et,3424,Crd,Crd,et,7s,---,/V\
451,73,2,ki,ki,3424,Qux,Qux,qui,7s,---,C/V\
452,73,3,de,de,3424,Pre,Pre,de,7s,---,C/(e)\
453,73,4,mal,mal,3424,N,N,mal,7s,---,C/V\
454,73,5,ne,ne,3424,Neg,Neg,ne,7s,---,C/(e)\
455,73,6,s',s',3424,Prn,Prn$$,se,7s,---,C/\
456,73,7,astient,astient,3424,Vfin,Vfin,abstenir,7s,---,/V\.'C/V\
457,73,8,.,.,3424,Pnc,Pnc,.,7s,---,
458,74,1,dame,dame,3425,N,N,dame,7s,---,'C/V\.C/(e)\
459,74,2,",",",",3425,Pnc,Pnc,",",7s,---,
460,74,3,se,se,3425,Sub,Sub,si3,7s,---,C/(e)\
461,74,4,de,de,3425,Pre,Pre,de,7s,---,C/(e)\
462,74,5,paradis,paradis,3425,N,N,paradis,7s,---,C/V\.C/V\.'C/V\
463,75,1,et,et,3426,Crd,Crd,et,7s,---,/V\
464,75,2,de,de,3426,Pre,Pre,de,7s,---,C/(e)\
465,75,3,vous,vous,3426,Prn,Prn,vous,7s,---,C/V\
466,75,4,estoie,estoie,3426,Vfin,Vfin,être,7s,---,/V\.'C/V\./(e)\
467,75,5,a,a,3426,Pre,Pre,à,7s,---,/V\
468,75,6,kiex,kiex,3426,N,N,ciel,7s,---,C/V\
469,75,7,",",",",3426,Pnc,Pnc,",",7s,---,
470,76,1,pres,pres,3427,PrA,PrA,près,7s,---,C/V\
471,76,2,me,me,3427,Prn,Prn$$,me,7s,---,C/(e)\
472,76,3,seroit,seroit,3427,Vfin,Vfin,être,7s,---,C/V\.'C/V\
473,76,4,vos,vos,3427,Prn,Prn%,vous,7s,---,C/V\
474,76,5,dous,dous,3427,Adj,Adj,doux,7s,---,C/V\
475,76,6,vis,vis,3427,N,N,vis,7s,---,C/V\
476,77,1,ki,ki,3428,Qux,Qux,qui,7s,---,C/V\
477,77,2,a,a,3428,Pre,Pre,à,7s,---,/V\
478,77,3,tort,tort,3428,N,N,tort,7s,---,C/V\
479,77,4,m',m',3428,Prn,Prn$$,me,7s,---,C/\
480,77,5,est,est,3428,Vfin,Vfin,être,7s,---,/V\
481,77,6,ore,ore,3428,Adv,Adv,or2,7s,---,'/V\.C/(e)\
482,77,7,eskieus,eskieus,3428,Adj,Adj,eschif,7s,---,/V\.'C/V\
483,77,8,.,.,3428,Pnc,Pnc,.,7s,---,
484,78,1,g',g',3429,Prn,Prn$,je,7s,---,C/\
485,78,2,i,i,3429,Prn,Prn$$,y2,7s,---,/V\
486,78,3,aroie,aroie,3429,Vfin,Vfin,avoir,7s,---,/V\.'C/V\./(e)\
487,78,4,mon,mon,3429,Det,Det,mon,7s,---,C/V\
488,78,5,repaire,repaire,3429,N,N,repaire,7s,---,C/V\.'C/V\.C/(e)\
489,79,1,se,se,3430,Sub,Sub,si3,7s,---,C/(e)\
490,79,2,c',c',3430,Prn,Prn$,ce,7s,---,C/\
491,79,3,estoit,estoit,3430,Vfin,Vfin,être,7s,---,/V\.'C/V\
492,79,4,sans,sans,3430,Pre,Pre,sans,7s,---,C/V\
493,79,5,vous,vous,3430,Prn,Prn,vous,7s,---,C/V\
494,79,6,desplaire,desplaire,3430,Vinf,Vinf,déplaire,7s,---,C/V\.'C/V\.C/(e)\
495,79,7,",",",",3430,Pnc,Pnc,",",7s,---,
496,80,1,ne,ne,3431,Crd,Crd,ne2,7s,---,C/(e)\
497,80,2,ja,ja,3431,Adv,Adv,jà,7s,---,C/V\
498,80,3,ne,ne,3431,Neg,Neg,ne,7s,---,C/(e)\
499,80,4,m',m',3431,Prn,Prn$$,me,7s,---,C/\
500,80,5,amissiés,amissiés,3431,Vfin,Vfin,aimer,7s,---,/V\.C/V\.'C/V\
501,80,6,nient,nient,3431,Prn,Prn,nïent,7s,---,C/{V}\.'/V\
502,80,7,.,.,3431,Pnc,Pnc,.,7s,---,
503,81,1,tant,tant,3432,QIs,QIs,tant,7s,---,C/V\
504,81,2,bien,bien,3432,Adv,Adv,bien,7s,---,C/V\
505,81,3,estre,estre,3432,Vinf,Vinf,être,7s,---,'/V\.C/(e)\
506,81,4,vous,vous,3432,Prn,Prn$$,vous,7s,---,C/V\
507,81,5,avient,avient,3432,Vfin,Vfin,avenir,7s,---,/V\.'C/V\
508,81,6,.,.,3432,Pnc,Pnc,.,7s,---,
509,82,1,car,car,3433,Crd,Crd,car,7s,---,C/V\
510,82,2,a,a,3433,Pre,Pre,à,7s,---,/V\
511,82,3,vous,vous,3433,Prn,Prn,vous,7s,---,C/V\
512,82,4,et,et,3433,Crd,Crd,et,7s,---,/V\
513,82,5,a,a,3433,Pre,Pre,à,7s,---,/V\
514,82,6,vos,vos,3433,Det,Det,votre,7s,---,C/V\
515,82,7,dis,dis,3433,N,N,dit,7s,---,C/V\
516,83,1,seroie,seroie,3434,Vfin,Vfin,être,7s,---,C/V\.'C/V\./(e)\
517,83,2,si,si,3434,Adv,Adv,si4,7s,---,C/V\
518,83,3,ententieus,ententieus,3434,Adj,Adj,ententif,7s,---,/V\.C/V\.'C/V\
519,84,1,ke,ke,3435,Sub,Sub,que,7s,---,C/(e)\
520,84,2,li,li,3435,Det,Det,le,7s,---,C/V\
521,84,3,mal,mal,3435,N,N,mal,7s,---,C/V\
522,84,4,dont,dont,3435,Qux,Qux,dont,7s,---,C/V\
523,84,5,jou,jou,3435,Prn,Prn$,je,7s,---,C/V\
524,84,6,languis,languis,3435,Vfin,Vfin,languir,7s,---,C/V\.'C/V\
525,85,1,seroient,seroient,3436,Vfin,Vfin,être,7s,---,C/V\.'C/V\./e\
526,85,2,plus,plus,3436,Adv,Adv,plus,7s,---,C/V\
527,85,3,douc,douc,3436,Adj,Adj,doux,7s,---,C/V\
528,85,4,ke,ke,3436,Sub,Sub,que,7s,---,C/(e)\
529,85,5,miex,miex,3436,Adv,Adv,mieux,7s,---,C/V\
530,85,6,.,.,3436,Pnc,Pnc,.,7s,---,
531,86,1,las,las,3437,Adj,Adj,las,7s,---,C/V\
532,86,2,",",",",3437,Pnc,Pnc,",",7s,---,
533,86,3,et,et,3437,Crd,Crd,et,7s,---,/V\
534,86,4,or,or,3437,Adv,Adv,or2,7s,---,/V\
535,86,5,ne,ne,3437,Neg,Neg,ne,7s,---,C/(e)\
536,86,6,sai,sai,3437,Vfin,Vfin,savoir,7s,---,C/V\
537,86,7,u,u,3437,Qux,Qux,où,7s,---,/V\
538,86,8,traire,traire,3437,Vinf,Vinf,traire,7s,---,'C/V\.C/(e)\
539,87,1,ne,ne,3438,Crd,Crd,ne2,7s,---,C/(e)\
540,87,2,jou,jou,3438,Prn,Prn$,je,7s,---,C/V\
541,87,3,ne,ne,3438,Neg,Neg,ne,7s,---,C/(e)\
542,87,4,m',m',3438,Prn,Prn$$,me,7s,---,C/\
543,87,5,en,en,3438,Prn,Prn$$,en2,7s,---,/V\
544,87,6,puis,puis,3438,Vfin,Vfin,pouvoir2,7s,---,C/V\
545,87,7,retraire,retraire,3438,Vinf,Vinf,retraire,7s,---,C/V\.'C/V\.C/(e)\
546,87,8,",",",",3438,Pnc,Pnc,",",7s,---,
547,88,1,car,car,3439,Crd,Crd,car,7s,---,C/V\
548,88,2,mes,mes,3439,Det,Det,mon,7s,---,C/V\
549,88,3,cors,cors,3439,N,N,corps,7s,---,C/V\
550,88,4,si,si,3439,Adv,Adv,si4,7s,---,C/V\
551,88,5,las,las,3439,Adj,Adj,las,7s,---,C/V\
552,88,6,devient,devient,3439,Vfin,Vfin,devenir,7s,---,C/V\.'C/V\
553,89,1,que,que,3440,Sub,Sub,que,7s,---,C/(e)\
554,89,2,percevoir,percevoir,3440,Vinf,Vinf,percevoir,7s,---,C/V\.C/e\.'C/V\
555,89,3,s',s',3440,Prn,Prn$$,se,7s,---,C/\
556,89,4,en,en,3440,Prn,Prn$$,en2,7s,---,/V\
557,89,5,couvient,couvient,3440,Vfin,Vfin,convenir,7s,---,C/V\.'C/V\
558,89,6,.,.,3440,Pnc,Pnc,.,7s,---,
559,90,1,ki,ki,3501,Qux,Qux,qui,8s,---,C/V\
560,90,2,a,a,3501,Vfin,Vfin,avoir,8s,---,/V\
561,90,3,pucele,pucele,3501,N,N,pucelle,8s,---,C/V\.'C/V\.C/(e)\
562,90,4,u,u,3501,Crd,Crd,ou,8s,---,/V\
563,90,5,dame,dame,3501,N,N,dame,8s,---,'C/V\.C/(e)\
564,90,6,amee,amee,3501,Vpp,Vpp,aimer,8s,---,/V\.'C/V\./(e)\
565,91,1,u,u,3502,Crd,Crd,ou,8s,---,/V\
566,91,2,n',n',3502,Neg,Neg,ne,8s,---,C/\
567,91,3,a,a,3502,Vfin,Vfin,avoir,8s,---,/V\
568,91,4,fors,fors,3502,PrA,PrA,hors,8s,---,C/V\
569,91,5,decevance,decevance,3502,N,N,décevance,8s,---,C/V\.C/e\.'C/V\.C/(e)\
570,91,6,et,et,3502,Crd,Crd,et,8s,---,/V\
571,91,7,vent,vent,3502,N,N,vent,8s,---,C/V\
572,91,8,",",",",3502,Pnc,Pnc,",",8s,---,
573,92,1,par,par,3503,Pre,Pre,par,8s,---,C/V\
574,92,2,raison,raison,3503,N,N,raison,8s,---,C/V\.'C/V\
575,92,3,doit,doit,3503,Vfin,Vfin,devoir2,8s,---,C/V\
576,92,4,savoir,savoir,3503,Vinf,Vinf,savoir,8s,---,C/V\.'C/V\
577,92,5,coument,coument,3503,Qux,Qux,comment,8s,---,C/V\.'C/V\
578,93,1,li,li,3504,Det,Det,le,8s,---,C/V\
579,93,2,virge,virge,3504,N,N,vierge,8s,---,'C/V\.C/(e)\
580,93,3,doit,doit,3504,Vfin,Vfin,devoir2,8s,---,C/V\
581,93,4,estre,estre,3504,Vinf,Vinf,être,8s,---,'/V\.C/(e)\
582,93,5,houneree,houneree,3504,Vpp,Vpp,honorer,8s,---,/V\.C/e\.'C/V\./(e)\
583,93,6,",",",",3504,Pnc,Pnc,",",8s,---,
584,94,1,dont,dont,3505,Qux,Qux,dont,8s,---,C/V\
585,94,2,on,on,3505,Prn,Prn$,on,8s,---,/V\
586,94,3,atent,atent,3505,Vfin,Vfin,attendre,8s,---,/V\.'C/V\
587,94,4,millour,millour,3505,Adj,Adj,meilleur,8s,---,C/V\.'C/V\
588,94,5,saudee,saudee,3505,N,N,soldée,8s,---,C/V\.'C/V\./(e)\
589,95,1,s',s',3506,Sub,Sub,si3,8s,---,C/\
590,95,2,il,il,3506,Prn,Prn$,il,8s,---,/V\
591,95,3,entent,entent,3506,Vfin,Vfin,entendre,8s,---,/V\.'C/V\
592,95,4,bien,bien,3506,Adv,Adv,bien,8s,---,C/V\
593,95,5,cest,cest,3506,Dem,Dem,cist,8s,---,C/V\
594,95,6,argument,argument,3506,N,N,argument,8s,---,/V\.C/V\.'C/V\
595,95,7,:,:,3506,Pnc,Pnc,:,8s,---,
596,96,1,car,car,3507,Crd,Crd,car,8s,---,C/V\
597,96,2,par,par,3507,Pre,Pre,par,8s,---,C/V\
598,96,3,painture,painture,3507,N,N,peinture,8s,---,C/V\.'C/V\.C/(e)\
599,96,4,est,est,3507,Vfin,Vfin,être,8s,---,/V\
600,96,5,ravisee,ravisee,3507,Vpp,Vpp,raviser,8s,---,C/V\.C/V\.'C/V\./(e)\
601,97,1,toute,toute,3508,QIs,QIs,tout,8s,---,'C/V\.C/(e)\
602,97,2,cose,cose,3508,N,N,chose,8s,---,'C/V\.C/(e)\
603,97,3,c',c',3508,Qux,Qux,que,8s,---,C/\
604,97,4,on,on,3508,Prn,Prn$,on,8s,---,/V\
605,97,5,voit,voit,3508,Vfin,Vfin,voir,8s,---,C/V\
606,97,6,et,et,3508,Crd,Crd,et,8s,---,/V\
607,97,7,sent,sent,3508,Vfin,Vfin,sentir,8s,---,C/V\
608,97,8,.,.,3508,Pnc,Pnc,.,8s,---,
609,98,1,on,on,3509,Prn,Prn$,on,8s,---,/V\
610,98,2,se,se,3509,Prn,Prn$$,se,8s,---,C/(e)\
611,98,3,doit,doit,3509,Vfin,Vfin,devoir2,8s,---,C/V\
612,98,4,plus,plus,3509,Adv,Adv,plus,8s,---,C/V\
613,98,5,ke,ke,3509,Sub,Sub,que,8s,---,C/(e)\
614,98,6,de,de,3509,Pre,Pre,de,8s,---,C/(e)\
615,98,7,riens,riens,3509,N,N,rien,8s,---,C/V\
616,98,8,nee,nee,3509,Vpp,Vpp,naître,8s,---,'C/V\./(e)\
617,99,1,esmerveillier,esmerveillier,3510,Vinf,Vinf,émerveillier,8s,---,/V\.C/V\.C/V\.'C/V\
618,99,2,d',d',3510,Pre,Pre,de,8s,---,C/\
619,99,3,aucune,aucune,3510,QIs,QIs,aucun,8s,---,/V\.'C/V\.C/(e)\
620,99,4,gent,gent,3510,N,N,gent,8s,---,C/V\
621,100,1,ki,ki,3511,Qux,Qux,qui,8s,---,C/V\
622,100,2,sont,sont,3511,Vfin,Vfin,être,8s,---,C/V\
623,100,3,enparlé,enparlé,3511,Adj,Adj,emparlé,8s,---,/V\.C/V\.'C/V\
624,100,4,belement,belement,3511,Adv,Adv,bellement,8s,---,C/V\.C/e\.'C/V\
625,101,1,envers,envers,3512,PrA,PrA,envers,8s,---,/V\.'C/V\
626,101,2,char,char,3512,N,N,chair,8s,---,C/V\
627,101,3,humainne,humainne,3512,Adj,Adj,humain,8s,---,/V\.'C/V\.C/(e)\
628,101,4,acesmee,acesmee,3512,Vpp,Vpp,acesmer,8s,---,/V\.C/V\.'C/V\./(e)\
629,101,5,.,.,3512,Pnc,Pnc,.,8s,---,
630,102,1,et,et,3513,Crd,Crd,et,8s,---,/V\
631,102,2,leur,leur,3513,Det,Det,leur2,8s,---,C/V\
632,102,3,pensee,pensee,3513,N,N,pensée,8s,---,C/V\.'C/V\./(e)\
633,102,4,i,i,3513,Prn,Prn$$,y2,8s,---,/V\
634,102,5,ont,ont,3513,Vfin,Vfin,avoir,8s,---,/V\
635,102,6,tournee,tournee,3513,Vpp,Vpp,tourner,8s,---,C/V\.'C/V\./(e)\
636,103,1,dou,dou,3514,Pre+Det,Pre+Det,de.le,8s,---,C/V\
637,103,2,tout,tout,3514,QIs,QIs,tout,8s,---,C/V\
638,103,3,en,en,3514,Pre,Pre,en,8s,---,/V\
639,103,4,tout,tout,3514,QIs,QIs,tout,8s,---,C/V\
640,103,5,si,si,3514,Adv,Adv,si4,8s,---,C/V\
641,103,6,folement,folement,3514,Adv,Adv,follement,8s,---,C/V\.C/e\.'C/V\
642,103,7,",",",",3514,Pnc,Pnc,",",8s,---,
643,104,1,k',k',3515,Sub,Sub,que,8s,---,C/\
644,104,2,il,il,3515,Prn,Prn$,il,8s,---,/V\
645,104,3,n',n',3515,Neg,Neg,ne,8s,---,C/\
646,104,4,ont,ont,3515,Vfin,Vfin,avoir,8s,---,/V\
647,104,5,a,a,3515,Pre,Pre,à,8s,---,/V\
648,104,6,vous,vous,3515,Prn,Prn,vous,8s,---,C/V\
649,104,7,",",",",3515,Pnc,Pnc,",",8s,---,
650,104,8,dame,dame,3515,N,N,dame,8s,---,'C/V\.C/(e)\
651,104,9,",",",",3515,Pnc,Pnc,",",8s,---,
652,104,10,pensee,pensee,3515,Vpp,Vpp,penser,8s,---,C/V\.'C/V\./(e)\
653,105,1,ki,ki,3516,Qux,Qux,qui,8s,---,C/V\
654,105,2,plus,plus,3516,Adv,Adv,plus,8s,---,C/V\
655,105,3,biele,biele,3516,Adj,Adj,beau,8s,---,'C/V\.C/(e)\
656,105,4,estes,estes,3516,Vfin,Vfin,être,8s,---,'/V\.C/e\
657,105,5,que,que,3516,Sub,Sub,que,8s,---,C/(e)\
658,105,6,les,les,3516,Det,Det,le,8s,---,C/V\
659,105,7,cent,cent,3516,QIs,QIs,cent,8s,---,C/V\
660,105,8,.,.,3516,Pnc,Pnc,.,8s,---,
661,106,1,dame,dame,3517,N,N,dame,8s,---,'C/V\.C/(e)\
662,106,2,",",",",3517,Pnc,Pnc,",",8s,---,
663,106,3,par,par,3517,Pre,Pre,par,8s,---,C/V\
664,106,4,cui,cui,3517,Qux,Qux,cui,8s,---,C/V\
665,106,5,joie,joie,3517,N,N,joie,8s,---,'C/V\./(e)\
666,106,6,est,est,3517,Vfin,Vfin,être,8s,---,/V\
667,106,7,donnee,donnee,3517,Vpp,Vpp,donner,8s,---,C/V\.'C/V\./(e)\
668,107,1,a,a,3518,Pre,Pre,à,8s,---,/V\
669,107,2,celui,celui,3518,Dem,Dem,cil,8s,---,C/V\.'C/V\
670,107,3,heritablement,heritablement,3518,Adv,Adv,héritablement,8s,---,/V\.C/V\.C/V\.C/e\.'C/V\
671,108,1,qui,qui,3519,Qux,Qux,qui,8s,---,C/V\
672,108,2,par,par,3519,Pre,Pre,par,8s,---,C/V\
673,108,3,pechié,pechié,3519,N,N,péché,8s,---,C/V\.'C/V\
674,108,4,ne,ne,3519,Neg,Neg,ne,8s,---,C/(e)\
675,108,5,le,le,3519,Prn,Prn$$,le,8s,---,C/(e)\
676,108,6,despent,despent,3519,Vfin,Vfin,dépendre,8s,---,C/V\.'C/V\
677,108,7,",",",",3519,Pnc,Pnc,",",8s,---,
678,109,1,mout,mout,3520,QIs,QIs,moult,8s,---,C/V\
679,109,2,est,est,3520,Vfin,Vfin,être,8s,---,/V\
680,109,3,l',l',3520,Det,Det,le,8s,---,C/\
681,109,4,ame,ame,3520,N,N,âme,8s,---,'/V\.C/(e)\
682,109,5,bien,bien,3520,Adv,Adv,bien,8s,---,C/V\
683,109,6,assenee,assenee,3520,Vpp,Vpp,assener,8s,---,/V\.C/e\.'C/V\./(e)\
684,110,1,de,de,3521,Pre,Pre,de,8s,---,C/(e)\
685,110,2,racorderesse,racorderesse,3521,N,N,racorderesse,8s,---,C/V\.C/V\.C/e\.'C/V\.C/(e)\
686,110,3,esmeree,esmeree,3521,Vpp,Vpp,esmerer,8s,---,/V\.C/V\.'C/V\./(e)\
687,110,4,",",",",3521,Pnc,Pnc,",",8s,---,
688,111,1,pour,pour,3522,Pre,Pre,pour,8s,---,C/V\
689,111,2,cui,cui,3522,Qux,Qux,cui,8s,---,C/V\
690,111,3,vous,vous,3522,Prn,Prn$,vous,8s,---,C/V\
691,111,4,voulez,voulez,3522,Vfin,Vfin,vouloir,8s,---,C/V\.'C/V\
692,111,5,doucement,doucement,3522,Adv,Adv,doucement,8s,---,C/V\.C/e\.'C/V\
693,112,1,proier,proier,3523,Vinf,Vinf,prier,8s,---,C/V\.'C/V\
694,112,2,a,a,3523,Pre,Pre,à,8s,---,/V\
695,112,3,vo,vo,3523,Det,Det,votre,8s,---,C/V\
696,112,4,douce,douce,3523,Adj,Adj,doux,8s,---,'C/V\.C/(e)\
697,112,5,portee,portee,3523,N,N,portée,8s,---,C/V\.'C/V\./(e)\
698,113,1,qui,qui,3524,Qux,Qux,qui,8s,---,C/V\
699,113,2,tant,tant,3524,QIs,QIs,tant,8s,---,C/V\
700,113,3,vous,vous,3524,Prn,Prn$$,vous,8s,---,C/V\
701,113,4,aime,aime,3524,Vfin,Vfin,aimer,8s,---,'/V\.C/(e)\
702,113,5,corelment,corelment,3524,Adv,Adv,coraument,8s,---,C/V\.C/V\.'C/V\
703,113,6,.,.,3524,Pnc,Pnc,.,8s,---,
704,114,1,certes,certes,3525,Adv,Adv,certes,8s,---,'C/V\.C/e\
705,114,2,mout,mout,3525,QIs,QIs,moult,8s,---,C/V\
706,114,3,doit,doit,3525,Vfin,Vfin,devoir2,8s,---,C/V\
707,114,4,m',m',3525,Det,Det,mon,8s,---,C/\
708,114,5,ame,ame,3525,N,N,âme,8s,---,'/V\.C/(e)\
709,114,6,estre,estre,3525,Vinf,Vinf,être,8s,---,'/V\.C/(e)\
710,114,7,iree,iree,3525,Vpp,Vpp,irer,8s,---,/V\.'C/V\./(e)\
711,115,1,ki,ki,3526,Qux,Qux,qui,8s,---,C/V\
712,115,2,vauroit,vauroit,3526,Vfin,Vfin,valoir,8s,---,C/V\.'C/V\
713,115,3,vivre,vivre,3526,Vinf,Vinf,vivre,8s,---,'C/V\.C/(e)\
714,115,4,saintement,saintement,3526,Adv,Adv,saintement,8s,---,C/V\.C/e\.'C/V\
715,115,5,",",",",3526,Pnc,Pnc,",",8s,---,
716,116,1,car,car,3527,Crd,Crd,car,8s,---,C/V\
717,116,2,li,li,3527,Det,Det,le,8s,---,C/V\
718,116,3,cors,cors,3527,N,N,corps,8s,---,C/V\
719,116,4,a,a,3527,Pre,Pre,à,8s,---,/V\
720,116,5,veulie,veulie,3527,N,N,veulie,8s,---,C/V\.'C/V\./(e)\
721,116,6,tent,tent,3527,Vfin,Vfin,tendre,8s,---,C/V\
722,117,1,par,par,3528,Pre,Pre,par,8s,---,C/V\
723,117,2,cui,cui,3528,Qux,Qux,cui,8s,---,C/V\
724,117,3,deust,deust,3528,Vfin,Vfin,devoir2,8s,---,C/(V)\.'/V\
725,117,4,estre,estre,3528,Vinf,Vinf,être,8s,---,'/V\.C/(e)\
726,117,5,sauvee,sauvee,3528,Vpp,Vpp,sauver,8s,---,C/V\.'C/V\./(e)\
727,117,6,.,.,3528,Pnc,Pnc,.,8s,---,
728,118,1,dame,dame,3529,N,N,dame,8s,---,'C/V\.C/(e)\
729,118,2,",",",",3529,Pnc,Pnc,",",8s,---,
730,118,3,desfaites,desfaites,3529,Vfin,Vfin,défaire,8s,---,C/V\.'C/V\.C/e\
731,118,4,la,la,3529,Det,Det,le,8s,---,C/V\
732,118,5,meslee,meslee,3529,N,N,mêlée,8s,---,C/V\.'C/V\./(e)\
733,118,6,.,.,3529,Pnc,Pnc,.,8s,---,
734,119,1,trop,trop,3530,Adv,Adv,trop,8s,---,C/V\
735,119,2,a,a,3530,Vfin,Vfin,avoir,8s,---,/V\
736,119,3,li,li,3530,Det,Det,le,8s,---,C/V\
737,119,4,cors,cors,3530,N,N,corps,8s,---,C/V\
