lex_id,syll_str,in_el,fin_el,ms,backwards dd,syllabified
soen,v,n,n,,,C/V\
soens,v,n,n,,,C/V\
soer,v,n,n,,,C/V\
soes,vs,n,n,,,'C/V\./e\
soeur,v,n,n,,,C/V\
soferai,vsv,n,n,,,C/V\.C/e\.'C/V\
soferés,vsv,n,n,,,C/V\.C/e\.'C/V\
soferroie,vsvs,n,y,,,C/V\.C/e\.'C/V\./(e)\
sofferai,vvv,n,n,,,C/V\.C/V\.'C/V\
sofferrai,vsv,n,n,,,C/V\.C/e\.'C/V\
sofferroit,vsv,n,n,,,C/V\.C/e\.'C/V\
soffert,vv,n,n,,,C/V\.'C/V\
sofferte,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soffire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soffit,vv,n,n,,,C/V\.'C/V\
soffraitous,vvv,n,n,,,C/V\.C/V\.'C/V\
soffrance,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soffrans,vv,n,n,,,C/V\.'C/V\
soffre,vs,n,y,,,'C/V\.C/(e)\
soffrent,vs,n,n,,,'C/V\.C/e\
soffreront,vsv,n,n,,,C/V\.C/e\.'C/V\
soffrez,vv,n,n,,,C/V\.'C/V\
soffri,vv,n,n,,,C/V\.'C/V\
soffrir,vv,n,n,,,C/V\.'C/V\
soffrirai,vvv,n,n,,,C/V\.C/V\.'C/V\
soffrirent,vvs,n,n,,,C/V\.'C/V\.C/e\
soffrissent,vvs,n,n,,,C/V\.'C/V\.C/e\
soffrist,vv,n,n,,,C/V\.'C/V\
soffrit,vv,n,n,,,C/V\.'C/V\
sofri,vv,n,n,,,C/V\.'C/V\
sofrir,vv,n,n,,,C/V\.'C/V\
soi,v,n,n,,,C/V\
soiche,vs,n,y,,,'C/V\.C/(e)\
soie,vs,n,y,,,'C/V\./(e)\
soiens,vv,n,n,,,C/V\.'C/V\
soient,vs,n,n,,,'C/V\./e\
soienz,vv,n,n,,,C/V\.'C/V\
soiera,vsv,n,n,,,C/V\.C/e\.'C/V\
soies,vs,n,n,,,'C/V\./e\
soiés,vv,n,n,,,C/V\.'C/V\
soiez,vv,n,n,,,C/V\.'C/V\
soif,v,n,n,,,C/V\
soignantage,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
soigner,vv,n,n,,,C/V\.'C/V\
soignor,vv,n,n,,,C/V\.'C/V\
soiiés,vv,n,n,,,C/V\.'C/V\
soiiez,vv,n,n,,,C/V\.'C/V\
soillent,vs,n,n,,,'C/V\.C/e\
soilliees,vvs,n,n,,,C/V\.'C/V\./e\
soing,v,n,n,,,C/V\
soingneusement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
soingnier,vv,n,n,,,C/V\.'C/V\
soings,v,n,n,,,C/V\
soins,v,n,n,,,C/V\
soions,vv,n,n,,,C/V\.'C/V\
soir,v,n,n,,,C/V\
soiremant,vsv,n,n,,,C/V\.C/e\.'C/V\
soirement,vsv,n,n,,,C/V\.C/e\.'C/V\
soirs,v,n,n,,,C/V\
sois,v,n,n,,,C/V\
soiscons,vv,n,n,,,C/V\.'C/V\
soisons,vv,n,n,,,C/V\.'C/V\
soissante,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soissons,vv,n,n,,,C/V\.'C/V\
soissonz,vv,n,n,,,C/V\.'C/V\
soit,v,n,n,,,C/V\
soivre,vs,n,y,,,'C/V\.C/(e)\
soiz,v,n,n,,,C/V\
sojor,vv,n,n,,,C/V\.'C/V\
sojorne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sojorné,vvv,n,n,,,C/V\.C/V\.'C/V\
sojorner,vvv,n,n,,,C/V\.C/V\.'C/V\
sol,v,n,n,,,C/V\
solace,vvs,n,y,,,C/V\.'C/V\.C/(e)\
solaire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
solas,vv,n,n,,,C/V\.'C/V\
solat,vv,n,n,,,C/V\.'C/V\
solaus,vv,n,n,,,C/V\.'C/V\
solaz,vv,n,n,,,C/V\.'C/V\
soldeers,vhv,n,n,,,C/V\.C/(V)\.'/V\
sole,vs,n,y,,,'C/V\.C/(e)\
solé,vv,n,n,,,C/V\.'C/V\
soleal,vvv,n,n,,,C/V\.C/V\.'C/V\
soleas,vv,n,n,#NAME?,,C/V\.'C/V\
soleil,vv,n,n,,,C/V\.'C/V\
soleilz,vv,n,n,,,C/V\.'C/V\
soleir,vv,n,n,,,C/V\.'C/V\
soleit,vv,n,n,,,C/V\.'C/V\
solel,vv,n,n,,,C/V\.'C/V\
solell,vv,n,n,,,C/V\.'C/V\
solelz,vv,n,n,,,C/V\.'C/V\
solement,vsv,n,n,,,C/V\.C/e\.'C/V\
solempne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
solempnel,vvv,n,n,,,C/V\.C/V\.'C/V\
solempnellement,vvvsv,n,n,,,C/V\.C/V\.C/V\.C/e\.'C/V\
solempneus,vvv,n,n,,,C/V\.C/V\.'C/V\
solez,vv,n,n,,,C/V\.'C/V\
solier,vv,n,n,,,C/V\.'C/V\
soliez,vv,n,n,,,C/V\.'C/V\
soliiez,vrr,n,n,,,C/V\.C/<V>\.'/V\
sollas,vv,n,n,,,C/V\.'C/V\
sollempnel,vvv,n,n,,,C/V\.C/V\.'C/V\
sollempnité,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
soller,vv,n,n,,,C/V\.'C/V\
sollers,vv,n,n,,,C/V\.'C/V\
solloit,vv,n,n,,,C/V\.'C/V\
soloie,vvs,n,y,,,C/V\.'C/V\./(e)\
soloient,vvs,n,n,,,C/V\.'C/V\./e\
soloil,vv,n,n,,,C/V\.'C/V\
soloit,vv,n,n,,,C/V\.'C/V\
solom,vv,n,n,,,C/V\.'C/V\
solonc,vv,n,n,,,C/V\.'C/V\
sols,v,n,n,,,C/V\
solses,vs,n,n,,,'C/V\.C/e\
solt,v,n,n,,,C/V\
solue,vvs,n,y,,,C/V\.'C/V\./(e)\
solunc,vv,n,n,,,C/V\.'C/V\
soluncque,vvs,n,n,,,C/V\.'C/V\.C/e\
solz,v,n,n,,,C/V\
som,v,n,n,,,C/V\
some,vs,n,y,,,'C/V\.C/(e)\
someillier,vvv,n,n,,,C/V\.C/V\.'C/V\
somes,vs,n,n,,,'C/V\.C/e\
somiers,vv,n,n,,,C/V\.'C/V\
somme,vs,n,y,,,'C/V\.C/(e)\
sommeil,vv,n,n,,,C/V\.'C/V\
sommeillant,vvv,n,n,,,C/V\.C/V\.'C/V\
sommeille,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sommeillier,vvv,n,n,,,C/V\.C/V\.'C/V\
sommer,vv,n,n,,,C/V\.'C/V\
sommes,vs,n,n,,,'C/V\.C/e\
sommeton,vsv,n,n,,,C/V\.C/e\.'C/V\
sommier,vv,n,n,,,C/V\.'C/V\
somoille,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sompme,vs,n,y,,,'C/V\.C/(e)\
somptueusement,vvvsv,n,n,,,C/V\.C/V\.C/V\.C/e\.'C/V\
son,v,n,n,,,C/V\
sonast,vv,n,n,,,C/V\.'C/V\
sone,vs,n,y,,,'C/V\.C/(e)\
soné,vv,n,n,,,C/V\.'C/V\
soned,vv,n,n,,,C/V\.'C/V\
sonee,vvs,n,y,,,C/V\.'C/V\./(e)\
soneir,vv,n,n,,,C/V\.'C/V\
sonent,vs,n,n,,,'C/V\.C/e\
soner,vv,n,n,,,C/V\.'C/V\
sonerie,vsvs,n,y,,,C/V\.C/e\.'C/V\./(e)\
sonez,vv,n,n,,,C/V\.'C/V\
songa,vv,n,n,,,C/V\.'C/V\
songe,vs,n,y,,,'C/V\.C/(e)\
songer,vv,n,n,,,C/V\.'C/V\
songerresse,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
songes,vs,n,n,,,'C/V\.C/e\
songeux,vv,n,n,,,C/V\.'C/V\
songié,vv,n,n,,,C/V\.'C/V\
songier,vv,n,n,,,C/V\.'C/V\
songne,vd,n,n,,,C/V\.'C/V\
songner,vv,n,n,,,C/V\.'C/V\
songneus,vv,n,n,,,C/V\.'C/V\
songneuse,vvs,n,y,,,C/V\.'C/V\.C/(e)\
songneusement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
songneux,vv,n,n,,,C/V\.'C/V\
songoye,vvs,n,y,,,C/V\.'C/V\./(e)\
sonja,vv,n,n,,,C/V\.'C/V\
sonjoit,vv,n,n,,,C/V\.'C/V\
sonnai,vv,n,n,,,C/V\.'C/V\
sonnaiges,vvs,n,n,,,C/V\.'C/V\.C/e\
sonne,vs,n,y,,,'C/V\.C/(e)\
sonnee,vvs,n,y,,,C/V\.'C/V\./(e)\
sonnent,vs,n,n,,,'C/V\.C/e\
sonner,vv,n,n,,,C/V\.'C/V\
sonnerent,vvs,n,n,,,C/V\.'C/V\.C/e\
sonnetes,vvs,n,n,,,C/V\.'C/V\.C/e\
sonnez,vv,n,n,,,C/V\.'C/V\
sonnoient,vvs,n,n,,,C/V\.'C/V\./e\
sonnons,vv,n,n,,,C/V\.'C/V\
sonnoyent,vvs,n,n,,,C/V\.'C/V\./e\
sons,v,n,n,,,C/V\
sont,v,n,n,,,C/V\
sopä,vs,n,y,,,'C/V\.C/(e)\
sopar,vv,n,n,,,C/V\.'C/V\
sopeir,vv,n,n,,,C/V\.'C/V\
sopét,vv,n,n,,,C/V\.'C/V\
sophim,vv,n,n,,,C/V\.'C/V\
sophiste,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sopirer,vvv,n,n,,,C/V\.C/V\.'C/V\
soppeir,vv,n,n,,,C/V\.'C/V\
sopprenoit,vsv,n,n,,,C/V\.C/e\.'C/V\
sopris,vv,n,n,,,C/V\.'C/V\
sor,v,n,n,y,,C/V\
sorbarge,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sorcele,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sorceries,vsvs,n,n,,,C/V\.C/e\.'C/V\./e\
sorchiere,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sorciex,vv,n,n,,,C/V\.'C/V\
sorcil,vv,n,n,,,C/V\.'C/V\
sorcius,vv,n,n,,,C/V\.'C/V\
sorcotiel,vvv,n,n,,,C/V\.C/V\.'C/V\
sorcuide,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sorde,vs,n,y,,,'C/V\.C/(e)\
sordit,vv,n,n,,,C/V\.'C/V\
sordois,vv,n,n,,,C/V\.'C/V\
sordoit,vv,n,n,,,C/V\.'C/V\
sore,vs,n,y,,,'C/V\.C/(e)\
sorefait,vsv,n,n,,,C/V\.C/e\.'C/V\
sorel,vv,n,n,,,C/V\.'C/V\
sorelois,vsv,n,n,,,C/V\.C/e\.'C/V\
soreloys,vsv,n,n,,,C/V\.C/e\.'C/V\
soremontez,vsvv,n,n,,,C/V\.C/e\.C/V\.'C/V\
sorent,vs,n,n,,,'C/V\.C/e\
sorfait,vv,n,n,,,C/V\.'C/V\
sorjon,vv,n,n,,,C/V\.'C/V\
sormontarent,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
sormontent,vvs,n,n,,,C/V\.'C/V\.C/e\
sormuntout,vvv,n,n,,,C/V\.C/V\.'C/V\
sornoier,vvv,n,n,,,C/V\.C/V\.'C/V\
sornons,vv,n,n,,,C/V\.'C/V\
sorors,vv,n,n,,,C/V\.'C/V\
sorpireit,vvv,n,n,,,C/V\.C/V\.'C/V\
sorplus,vv,n,n,,,C/V\.'C/V\
sorportast,vvv,n,n,,,C/V\.C/V\.'C/V\
sorporte,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sorprent,vv,n,n,,,C/V\.'C/V\
sorpris,vv,n,n,,,C/V\.'C/V\
sorprise,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sorquidee,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
sorre,vs,n,y,,,'C/V\.C/(e)\
sorriant,vvv,n,n,,,C/V\.C/V\.'C/V\
sors,v,n,n,,,C/V\
sorsist,vv,n,n,,,C/V\.'C/V\
sort,v,n,n,,,C/V\
sorte,vs,n,y,,,'C/V\.C/(e)\
sortie,vvs,n,y,,,C/V\.'C/V\./(e)\
sortir,vv,n,n,,,C/V\.'C/V\
sortisse,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sortist,vv,n,n,,,C/V\.'C/V\
sortoit,vv,n,n,,,C/V\.'C/V\
soruenue,vsvs,n,y,,,C/V\.C/e\.'C/V\./(e)\
soruient,vv,n,n,,,C/V\.'C/V\
soruint,vv,n,n,,,C/V\.'C/V\
sorvint,vv,n,n,,,C/V\.'C/V\
sos,v,n,n,,,C/V\
sospeçon,vsv,n,n,,,C/V\.C/e\.'C/V\
sospir,vv,n,n,,,C/V\.'C/V\
sospirant,vvv,n,n,,,C/V\.C/V\.'C/V\
sospire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sospiré,vvv,n,n,,,C/V\.C/V\.'C/V\
sospiroit,vvv,n,n,,,C/V\.C/V\.'C/V\
sospris,vv,n,n,,,C/V\.'C/V\
sosteg,vv,n,n,,,C/V\.'C/V\
sostendreiet,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
sostient,vv,n,n,,,C/V\.'C/V\
sosvint,vv,n,n,,,C/V\.'C/V\
sot,v,n,n,,,C/V\
sote,vs,n,y,,,'C/V\.C/(e)\
sotes,vs,n,n,,,'C/V\.C/e\
soth,v,n,n,,,C/V\
sother,vv,n,n,,,C/V\.'C/V\
sotie,vvs,n,y,,,C/V\.'C/V\./(e)\
sotiennent,vvs,n,n,,,C/V\.'C/V\.C/e\
sotiva,vvv,n,n,,,C/V\.C/V\.'C/V\
sottinois,vvv,n,n,,,C/V\.C/V\.'C/V\
sotz,v,n,n,,,C/V\
sou,v,n,n,,,C/V\
souait,vv,n,n,,,C/V\.'C/V\
souavet,vvv,n,n,,,C/V\.C/V\.'C/V\
soubdainement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
soubhais,vv,n,n,,,C/V\.'C/V\
soublz,v,n,n,,,C/V\
soubmettre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soubmis,vv,n,n,,,C/V\.'C/V\
soubmise,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soubmist,vv,n,n,,,C/V\.'C/V\
soubs,v,n,n,,,C/V\
soubtieulz,vv,n,n,,,C/V\.'C/V\
soubtil,vv,n,n,,,C/V\.'C/V\
soubtilh,vv,n,n,,,C/V\.'C/V\
soubtilleté,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
soubtilz,vv,n,n,,,C/V\.'C/V\
soubz,v,n,n,,,C/V\
soubzmectz,vv,n,n,,,C/V\.'C/V\
soubzmettoient,vsvs,n,n,,,C/V\.C/e\.'C/V\./e\
soubzmis,vv,n,n,,,C/V\.'C/V\
soubzmise,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souciés,vv,n,n,,,C/V\.'C/V\
soucourra,vvv,n,n,,,C/V\.C/V\.'C/V\
soucretain,vsv,n,n,,,C/V\.C/e\.'C/V\
soucretains,vsv,n,n,,,C/V\.C/e\.'C/V\
soucy,vv,n,n,,,C/V\.'C/V\
soudain,vv,n,n,,,C/V\.'C/V\
soudainement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
soudaines,vvs,n,n,,,C/V\.'C/V\.C/e\
soudan,vv,n,n,,,C/V\.'C/V\
soudees,vvs,n,n,,,C/V\.'C/V\./e\
soudoier,vvv,n,n,,,C/V\.C/V\.'C/V\
soudoiers,vvv,n,n,,,C/V\.C/V\.'C/V\
soudre,vs,n,y,,,'C/V\.C/(e)\
souduiant,vvv,n,n,,,C/V\.C/V\.'C/V\
soue,vs,n,y,,,'C/V\./(e)\
soué,vv,n,n,,,C/V\.'C/V\
souef,vv,n,n,,,C/V\.'C/V\
souefve,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souengne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souent,vv,n,n,,,C/V\.'C/V\
souerain,vsv,n,n,,,C/V\.C/e\.'C/V\
soueraine,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
soufasche,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soufasque,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souferroie,vsvs,n,y,,,C/V\.C/e\.'C/V\./(e)\
soufers,vv,n,n,,,C/V\.'C/V\
soufferai,vsv,n,n,,,C/V\.C/e\.'C/V\
soufferoie,vsvs,n,y,,,C/V\.C/e\.'C/V\./(e)\
soufferra,vsv,n,n,,,C/V\.C/e\.'C/V\
soufferrez,vsv,n,n,,,C/V\.C/e\.'C/V\
soufferriez,vsrr,n,n,,,C/V\.C/e\.C/<V>\.'/V\
soufferroie,vsvs,n,y,,,C/V\.C/e\.'C/V\./(e)\
souffert,vv,n,n,,,C/V\.'C/V\
soufferte,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souffira,vvv,n,n,,,C/V\.C/V\.'C/V\
souffire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souffiroit,vvv,n,n,,,C/V\.C/V\.'C/V\
souffisamment,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
souffisance,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
souffisans,vvv,n,n,,,C/V\.C/V\.'C/V\
souffisant,vvv,n,n,,,C/V\.C/V\.'C/V\
souffise,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souffisoit,vvv,n,n,,,C/V\.C/V\.'C/V\
souffissament,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
souffissamment,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
souffissant,vvv,n,n,,,C/V\.C/V\.'C/V\
souffist,vv,n,n,,,C/V\.'C/V\
souffit,vv,n,n,,,C/V\.'C/V\
souffla,vv,n,n,,,C/V\.'C/V\
souffle,vs,n,y,,,'C/V\.C/(e)\
soufflement,vsv,n,n,,,C/V\.C/e\.'C/V\
souffraint,vv,n,n,,,C/V\.'C/V\
souffraite,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souffrance,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souffrans,vv,n,n,,,C/V\.'C/V\
souffre,vs,n,y,,,'C/V\.C/(e)\
souffrecte,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souffreriés,vsv,n,n,,,C/V\.C/e\.'C/V\
souffreroient,vsvs,n,n,,,C/V\.C/e\.'C/V\./e\
souffrés,vv,n,n,,,C/V\.'C/V\
souffreteux,vsv,n,n,,,C/V\.C/e\.'C/V\
souffrez,vv,n,n,,,C/V\.'C/V\
souffri,vv,n,n,,,C/V\.'C/V\
souffrir,vv,n,n,,,C/V\.'C/V\
souffris,vv,n,n,,,C/V\.'C/V\
souffrisse,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souffrist,vv,n,n,,,C/V\.'C/V\
souffroient,vvs,n,n,,,C/V\.'C/V\./e\
souffroit,vv,n,n,,,C/V\.'C/V\
soufiroit,vvv,n,n,,,C/V\.C/V\.'C/V\
soufist,vv,n,n,,,C/V\.'C/V\
soufreiteus,vvv,n,n,,,C/V\.C/V\.'C/V\
soufrés,vv,n,n,,,C/V\.'C/V\
soufrete,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soufrez,vv,n,n,,,C/V\.'C/V\
soufri,vv,n,n,,,C/V\.'C/V\
soufrir,vv,n,n,,,C/V\.'C/V\
soufrist,vv,n,n,,,C/V\.'C/V\
soufroies,vvs,n,n,,,C/V\.'C/V\./e\
soufron,vv,n,n,,,C/V\.'C/V\
sougis,vv,n,n,,,C/V\.'C/V\
sougit,vv,n,n,,,C/V\.'C/V\
souglage,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sougne,vs,n,y,,,'C/V\.C/(e)\
souhaideray,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
souhaidier,vvv,n,n,,,C/V\.C/V\.'C/V\
souhait,vv,n,n,,,C/V\.'C/V\
souhaiter,vvv,n,n,,,C/V\.C/V\.'C/V\
souhaitz,vv,n,n,,,C/V\.'C/V\
souhaiz,vv,n,n,,,C/V\.'C/V\
souhedier,vsv,n,n,,,C/V\.C/e\.'C/V\
souhét,vv,n,n,,,C/V\.'C/V\
souient,vv,n,n,,,C/V\.'C/V\
soul,v,n,n,,,C/V\
soulace,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soulas,vv,n,n,,,C/V\.'C/V\
soulaz,vv,n,n,,,C/V\.'C/V\
soulcy,vv,n,n,,,C/V\.'C/V\
souldam,vv,n,n,,,C/V\.'C/V\
souldars,vv,n,n,,,C/V\.'C/V\
souldre,vs,n,y,,,'C/V\.C/(e)\
soule,vs,n,y,,,'C/V\.C/(e)\
souleil,vv,n,n,,,C/V\.'C/V\
soulemant,vsv,n,n,,,C/V\.C/e\.'C/V\
soulement,vsv,n,n,,,C/V\.C/e\.'C/V\
souler,vv,n,n,,,C/V\.'C/V\
soulez,vv,n,n,,,C/V\.'C/V\
soullas,vv,n,n,,,C/V\.'C/V\
soulliez,vv,n,n,,,C/V\.'C/V\
soulloit,vv,n,n,,,C/V\.'C/V\
soullon,vv,n,n,,,C/V\.'C/V\
soulois,vv,n,n,,,C/V\.'C/V\
souloit,vv,n,n,,,C/V\.'C/V\
souloye,vvs,n,y,,,C/V\.'C/V\./(e)\
soume,vs,n,y,,,'C/V\.C/(e)\
soumilleus,vvv,n,n,,,C/V\.C/V\.'C/V\
soumillons,vvv,n,n,,,C/V\.C/V\.'C/V\
soumistrent,vvs,n,n,,,C/V\.'C/V\.C/e\
souner,vv,n,n,,,C/V\.'C/V\
soupe,vs,n,y,,,'C/V\.C/(e)\
soupé,vv,n,n,,,C/V\.'C/V\
soupeçon,vsv,n,n,,,C/V\.C/e\.'C/V\
souper,vv,n,n,,,C/V\.'C/V\
soupers,vv,n,n,,,C/V\.'C/V\
soupir,vv,n,n,,,C/V\.'C/V\
soupirant,vvv,n,n,,,C/V\.C/V\.'C/V\
soupirs,vv,n,n,,,C/V\.'C/V\
souppeir,vv,n,n,,,C/V\.'C/V\
souppes,vs,n,n,,,'C/V\.C/e\
soupris,vv,n,n,,,C/V\.'C/V\
sour,v,n,n,,,C/V\
soür,hv,n,n,,,C/(V)\.'/V\
source,vs,n,y,,,'C/V\.C/(e)\
sourchiex,vv,n,n,,,C/V\.'C/V\
sourcill,vv,n,n,,,C/V\.'C/V\
sourcilles,vvs,n,n,,,C/V\.'C/V\.C/e\
sourcilz,vv,n,n,,,C/V\.'C/V\
sourde,vs,n,y,,,'C/V\.C/(e)\
sourdes,vs,n,n,,,'C/V\.C/e\
sourdi,vv,n,n,,,C/V\.'C/V\
sourdit,vv,n,n,,,C/V\.'C/V\
sourdra,vv,n,n,,,C/V\.'C/V\
sourdre,vs,n,y,,,'C/V\.C/(e)\
sourdroit,vv,n,n,,,C/V\.'C/V\
soure,vs,n,y,,,'C/V\.C/(e)\
sourent,vs,n,n,,,'C/V\.C/e\
sourgon,vv,n,n,,,C/V\.'C/V\
sourjour,vv,n,n,,,C/V\.'C/V\
sourmonter,vvv,n,n,,,C/V\.C/V\.'C/V\
sourplus,vv,n,n,,,C/V\.'C/V\
sourpris,vv,n,n,,,C/V\.'C/V\
soürs,hv,n,n,,,C/(V)\.'/V\
sourse,vs,n,y,,,'C/V\.C/(e)\
sourses,vs,n,n,,,'C/V\.C/e\
sourt,v,n,n,,,C/V\
sourvaint,vv,n,n,,,C/V\.'C/V\
sourvenir,vsv,n,n,,,C/V\.C/e\.'C/V\
sourviegne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sourzist,vv,n,n,,,C/V\.'C/V\
sous,v,n,n,,,C/V\
sousferrai,vsv,n,n,,,C/V\.C/e\.'C/V\
sousfrir,vv,n,n,,,C/V\.'C/V\
sousfrirs,vv,n,n,,,C/V\.'C/V\
soushaidier,vvv,n,n,,,C/V\.C/V\.'C/V\
souslevee,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
sousmist,vv,n,n,,,C/V\.'C/V\
souspeçonneuse,vsvvs,n,y,,,C/V\.C/e\.C/V\.'C/V\.C/(e)\
souspir,vv,n,n,,,C/V\.'C/V\
souspirant,vvv,n,n,,,C/V\.C/V\.'C/V\
souspirast,vvv,n,n,,,C/V\.C/V\.'C/V\
souspire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souspiré,vvv,n,n,,,C/V\.C/V\.'C/V\
souspirer,vvv,n,n,,,C/V\.C/V\.'C/V\
souspiroit,vvv,n,n,,,C/V\.C/V\.'C/V\
souspirs,vv,n,n,,,C/V\.'C/V\
souspois,vv,n,n,,,C/V\.'C/V\
sousprendre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souspris,vv,n,n,,,C/V\.'C/V\
sousriant,vvv,n,n,,,C/V\.C/V\.'C/V\
soussi,vv,n,n,,,C/V\.'C/V\
soussie,vvs,n,n,,,C/V\.'C/V\./e\
soussier,vvv,n,n,,,C/V\.C/V\.'C/V\
soussy,vv,n,n,,,C/V\.'C/V\
soustenance,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
soustenement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
soustenez,vsv,n,n,,,C/V\.C/e\.'C/V\
soustenir,vsv,n,n,,,C/V\.C/e\.'C/V\
soustenist,vsv,n,n,,,C/V\.C/e\.'C/V\
soustenoient,vsvs,n,n,,,C/V\.C/e\.'C/V\./e\
soustenue,vsvs,n,y,,,C/V\.C/e\.'C/V\./(e)\
soustenuz,vsv,n,n,,,C/V\.C/e\.'C/V\
soustiegne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soustiendra,vvv,n,n,,,C/V\.C/V\.'C/V\
soustient,vv,n,n,,,C/V\.'C/V\
soustindrent,vvs,n,n,,,C/V\.'C/V\.C/e\
sousvenir,vsv,n,n,,,C/V\.C/e\.'C/V\
sousvenoit,vsv,n,n,,,C/V\.C/e\.'C/V\
sout,v,n,n,,,C/V\
soüt,hv,n,n,,,C/(V)\.'/V\
soute,vs,n,y,,,'C/V\.C/(e)\
soutenir,vsv,n,n,,,C/V\.C/e\.'C/V\
soutiegne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soutiex,vv,n,n,,,C/V\.'C/V\
soutil,vv,n,n,,,C/V\.'C/V\
soutille,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soutilleté,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
soutilment,vvv,n,n,,,C/V\.C/V\.'C/V\
soutilz,vv,n,n,,,C/V\.'C/V\
soutis,vv,n,n,,,C/V\.'C/V\
soutivement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
soutivoit,vvv,n,n,,,C/V\.C/V\.'C/V\
soutretes,vvs,n,n,,,C/V\.'C/V\.C/e\
souue,vs,n,y,,,'C/V\./(e)\
souvant,vv,n,n,,,C/V\.'C/V\
souveigne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souvenance,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
souvenant,vsv,n,n,,,C/V\.C/e\.'C/V\
souvenir,vsv,n,n,,,C/V\.C/e\.'C/V\
souvenirs,vsv,n,n,,,C/V\.C/e\.'C/V\
souvenist,vsv,n,n,,,C/V\.C/e\.'C/V\
souvenoit,vsv,n,n,,,C/V\.C/e\.'C/V\
souvenra,vvv,n,n,,,C/V\.C/V\.'C/V\
souvenroit,vvv,n,n,,,C/V\.C/V\.'C/V\
souvent,vv,n,n,,,C/V\.'C/V\
souventefois,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
souventes,vvs,n,n,,,C/V\.'C/V\.C/e\
souvenu,vsv,n,n,,,C/V\.C/e\.'C/V\
